,Ticker,MarketCap,AvgVol,Turnover
340,UCG.MI,35.102B,64934568,367405160.714
341,UCGR.MI,47.335B,4995,33432.0351534
342,UNA.MI,91.590B,1045,33848.2451804
343,UNI.MI,2.906B,1941402,8066963.91853
344,UNIP.MI,2.710B,1357271,4443417.18737
346,VAS.MI,649.8M,51420,423613.238984
347,VIN.MI,41.0M,7126,19394.6925649
349,VITA.MI,1.5M,42466,1335.6665691
350,VIV.MI,24.443B,273,8841.89086326
351,VLA.MI,225.3M,42467,125995.889568
352,VLS.MI,157.0M,23355,248712.227407
353,VRW.MI,28.5M,2593,2248.45295363
354,XPR.MI,39.0M,70087,110104.781989
358,YOOX.MI,1.146B,890218,14708973.6672
360,YRM.MI,142.1M,100,358.096072726
362,YSF.MI,4.3M,700,3653.34345139
363,ZUC.MI,19.8M,1728321,213225.286112
364,ZUCR.MI,58.8M,14352,9014.19784439
365,ZV.MI,479.4M,88814,299949.286164
,,,,Milan done
