Ticker,MarketCap,AvgVol,Close,Turnover
CRME,132.0M,97472,6.0034199134,585165.345800874
CRMT,321.5M,29456,40.2786147186,1186446.87515108
CRNT,126.4M,203212,3.1260606061,635253.027878665
CROX,1.276B,1070130,14.312034632,15315737.6207422
CRRC,152.1M,48092,15.7974458874,759730.767616841
CRUS,1.445B,1531200,20.9403030303,32063791.9999954
CRVL,920.7M,49989,43.5573160173,2177386.67038881
CRWN,1.270B,88070,3.3212121212,292499.151514965
CRWS,80.5M,18705,7.8797854077,147391.38605159
CRZO,3.031B,926589,45.6210822511,42271992.9819645
CSBK,325.5M,319586,12.4338528139,3973685.28538305
CSCD,219.6M,73136,9.8106926407,717514.816969504
CSCO,125.6B,35338600,23.0473593074,814461411.620486
CSFL,394.1M,203795,10.3929004329,2118021.14372286
CSGP,4.440B,317595,172.681459227,54842768.0431991
CSGS,822.7M,189089,26.7198268398,5052425.33731094
CSII,958.6M,259295,28.3676824034,7355598.2087896
CSIQ,1.565B,3625110,26.95,97696714.5
CSOD,2.424B,1309640,49.1775324675,64404863.6207367
CSPI,25.0M,8383,7.5529184549,63316.115407762
CSRE,1.599B,6830,38.9295238095,265888.647618885
CSTE,1.691B,294789,47.9201298701,14126327.1642769
CSUN,41.3M,261791,4.7802597403,1251428.97766241
CSWC,550.6M,66070,41.3286695279,2730585.19570835
CTAS,7.548B,525778,56.1496137339,29522231.6097825
CTBI,591.0M,64664,40.0196103896,2587828.08623309
CTCM,1.706B,782953,11.0593506494,8658951.76899968
CTCT,962.7M,512336,25.8572727273,13247611.680014
CTHR,44.2M,154267,4.6461038961,716740.509739659
CTIB,15.5M,1630,5.3166233766,8666.0961038906
CTIC,407.9M,2511830,2.4277489178,6098092.56407198
CTRN,308.4M,113291,16.9030042918,1914958.25922231
CTRP,8.161B,2768810,49.7487878788,137744941.3667
CTRX,9.046B,2191420,47.518961039,104134001.600085
CTSH,29.571B,3724580,75.9602597403,282920064.223527
CTWS,368.1M,26655,32.7036051502,871714.595278581
CTXS,10.495B,3231930,62.2323376623,201130559.060917
CUI,174.7M,162317,7.4282251082,1205727.21489257
CUNB,214.2M,17538,18.0584978541,316709.935365206
CUTR,136.4M,87297,9.8116883117,856530.954545602
CVBF,1.701B,452441,14.9191774892,6750047.58239114
CVCO,740.3M,39720,68.0748051948,2703931.26233746
CVCY,129.4M,15634,10.9024675325,170449.177403105
CVGI,294.9M,166895,8.236017316,1374550.10995716
CVGW,533.3M,78098,30.5978354978,2389629.75670718
CVLT,2.270B,916094,71.0263203463,65066785.9113234
CVLY,113.5M,5023,20.0831168831,100877.496103811
CVTI,189.7M,39534,8.5087124464,336383.437854001
CVV,74.1M,26138,12.7849785408,334173.76909943
CVVT,23.8M,10781,0.946017316,10199.0126839793
CWBC,54.1M,3486,6.4047619048,22326.9999999934
CWCO,169.0M,151891,12.9385407725,1965247.8964758
CWEI,1.586B,78142,86.6026839827,6767306.93177614
CWST,210.2M,139605,5.4185714286,756459.664285515
CXDC,386.0M,534706,5.6496536797,3020903.72043093
CY,1.653B,2431630,10.2468831169,24916628.3935475
CYAN,25.2M,6934,5.2313852814,36274.4255411583
CYBE,51.5M,18028,6.77,122049.56
CYBX,1.588B,245409,60.7999134199,14920845.9524642
CYCC,69.8M,156808,3.6388311688,570597.837921895
CYCCP,185.9M,523,8.1402164502,4257.3332034651
CYNO,465.3M,244647,24.9826406926,6111928.09752251
CYOU,1.361B,190012,29.7320779221,5649451.59013407
CYTK,174.3M,1374280,7.7498701299,10650491.5220777
CYTR,232.6M,1859910,3.8806437768,7217648.16694529
CYTX,178.1M,384784,2.5405194805,977551.247792408
CZFC,21.5M,750,9.6669264069,7250.1948051975
CZNC,237.0M,23561,19.6583116883,463169.481688036
CZR,2.583B,1216910,20.325021645,24733722.0900169
CZWI,43.8M,2914,7.73995671,22554.2338528234
DAEG,19.8M,17802,1.156969697,20596.3745454599
DAIO,22.7M,26384,2.6963203463,71139.7160173069
DAKT,511.0M,203667,13.0486580087,2657581.0306579
DARA,10.4M,1344850,1.2052813853,1620922.67099381
DATE,179.3M,108795,6.540472103,711570.662445885
DAVE,214.8M,79711,21.9908658009,1752913.90385554
DCIN,47.3M,46195,5.6000865801,258695.999567258
DCIX,96.0M,275195,3.7769264069,1039391.2625551
DCOM,561.3M,140762,16.4683549784,2318118.58346954
DCTH,25.6M,242219,0.9794372294,237238.306277001
DECK,2.927B,593688,73.8895670996,43867349.3122273
DEER,3.4M,76259,0.0722746781,5511.5946781125
DENN,574.8M,437539,6.5134632035,2849894.17657868
DEPO,773.3M,951303,10.3799570815,9874484.3115022
DEST,307.0M,86911,28.2333333333,2453787.23333044
DFRG,649.8M,248306,22.9864377682,5707670.41647067
DFZ,210.8M,48470,18.5347619048,898379.909525656
DGAS,138.6M,23847,20.8219480519,496540.995193659
DGICA,406.5M,19148,14.89,285113.72
DGICB,595.2M,998,22.6096995708,22564.4801716584
DGII,226.1M,80762,10.0624892704,812666.758456045
DGLY,7.7M,26795,8.3002145923,222404.249999875
DHIL,417.7M,6886,117.066969697,806123.153333542
DHRM,32.4M,167561,4.9007359307,821172.213290725
DIOD,1.327B,296188,24.8368398268,7356373.91462024
DISCA,25.446B,1642220,81.2873819742,133491764.425671
DISCB,25.286B,84,81.60004329,6854.40363636
DISCK,25.084B,684008,75.5901298701,51704253.5521874
DISH,28.734B,2970920,54.1467099567,160865543.544559
DJCO,299.8M,1164,159.319055794,185447.380944216
DLGC,18.4M,8605,0.77,6625.85
DLHC,18.4M,13914,1.6422077922,22849.6792208099
DLIA,56.4M,519422,1.0215151515,530597.443032822
DLTR,11.049B,1787360,54.46995671,97357421.8251856
DMLP,918.7M,33048,25.5208658009,843413.572988143
DMND,892.6M,389895,26.3953648069,10291420.7613863
DMRC,234.3M,51420,25.7478540773,1323954.65665477
DNBF,63.3M,1178,20.1426839827,23728.0817316206
DNDN,328.1M,2380500,2.8452380952,6773089.28571882
DNKN,4.845B,1194960,46.8269264069,55956303.9791892
DORM,1.747B,315080,52.6136796537,16577518.1852878
DOVR,29.5M,6867,4.9891845494,34260.7303004551
DRAD,66.2M,67961,3.3193991416,225589.685064316
DRAM,5.8M,27681,2.7972727273,77431.3063635609
DRIV,468.1M,241198,17.2766666667,4167097.44667471
DRRX,174.6M,251977,1.4787878788,372620.533333868
DRTX,447.3M,483355,11.9500858369,5776133.7396948
DRWI,94.3M,443294,1.6830472103,746084.730042728
DRYS,1.427B,6087960,3.2308583691,19669336.516746
DSCI,282.5M,163917,12.024978355,1971098.37701654
DSCO,139.5M,385811,2.0814285714,803038.03857198
DSGX,898.7M,45517,12.9456709957,589248.106711277
DSKX,27.6M,12623,2.0464502165,25832.3410822483
DSPG,187.4M,68281,8.2600865801,564006.971775125
DSTI,682K,11698,0.2658798283,3110.2622317576
DSWL,32.9M,32986,2.3395670996,77172.960346416
DTLK,223.1M,131622,12.1853679654,1603862.50234188
DTSI,317.9M,82038,20.5100429185,1682602.9009479
DTV,42.603B,5462020,70.4051072961,384554104.153444
DVAX,412.7M,2202370,1.5406060606,3392984.56970565
DVCR,47.7M,14597,5.5807359307,81462.0023810118
DWA,1.972B,1028460,29.4919480519,30331288.8934571
DWCH,154.2M,234888,25.9991416309,6106886.37939884
DWSN,229.2M,30605,31.0945021645,951647.238744522
DXCM,3.026B,934381,34.077012987,31840913.471806
DXLG,253.4M,243197,5.9516017316,1447411.68631993
DXPE,1.082B,199703,89.3285407725,17839177.5778906
DXYN,138.6M,142302,12.5986266094,1792809.76377084
DYAX,1.181B,1585070,7.4233476395,11766525.6429106
DYNT,9.3M,6783,3.5260944206,23917.4984549298
DYSL,27.1M,54686,1.2064935065,65978.3038959121
E,97.327B,185453,48.3135064935,8959884.71973906
EA,11.415B,4130370,27.5105579399,113628783.198225
EAC,217.5M,28455,18.0035064935,512289.777272543
EAGL,95.7M,21619,9.7342051282,210443.780666772
EBAY,62.442B,12717600,53.1676190476,676164511.999758
EBIX,553.1M,477995,13.8678787879,6628776.72122226
EBMT,40.9M,3433,10.9143722944,37469.0400866752
EBSB,562.0M,29844,23.2996137339,695353.672274512
EBTC,205.3M,11931,19.5389699571,233119.45055816
ECHO,444.6M,168803,19.4792703863,3288159.2790186
ECOL,1.030B,166655,37.0904291845,6181305.47574285
ECPG,1.152B,258097,45.9472103004,11858837.1369023
ECTE,26.6M,122839,2.8276824034,347349.678754938
ECYT,270.6M,1784620,12.9198712446,23057060.620538
EDAP,91.9M,233170,2.9961038961,698601.545453637
EDGW,86.4M,42553,6.6209871245,281742.865107146
EDMC,210.4M,157269,7.3455793991,1155231.92652335
EDS,55.7M,33548,1.6103433476,54023.7986266267
EDUC,15.7M,3769,3.3510729614,12630.1939914035
EEFT,2.444B,312727,42.5317316017,13300820.8286048
EEI,43.2M,6211,10.9452380952,67980.8738092872
EFII,2.006B,339598,37.7158441558,12808225.2436214
EFSC,356.2M,42234,18.3991774892,777070.862078873
EFUT,15.1M,8123,4.3851502146,35620.5751931146
EGAN,164.2M,129598,9.9385281385,1288013.36969721
EGBN,864.9M,82570,30.9604761905,2556406.51904958
EGHT,689.0M,1164090,9.7886695279,11394892.3107331
EGLE,52.4M,477848,4.2802597403,2045313.55636376
EGOV,1.028B,259331,20.914806867,5423857.77962598
EGT,23.8M,9953,1.1104761905,11052.5695238474
EHTH,716.8M,336006,41.3352380952,13888888.0114158
ELGX,931.4M,572295,15.5058369099,8873912.93435122
ELNK,363.4M,1045720,4.5008658009,4706645.38528578
ELON,106.7M,143333,2.5211587983,361365.254033867
ELOS,396.7M,72153,10.5373593074,760302.086106832
ELRC,373.5M,38650,17.5617167382,678760.35193143
ELSE,14.4M,4470,4.0763636364,18221.3454545292
ELTK,15.7M,34630,1.81,62680.3
EMCF,43.4M,469,25.2822510823,11857.3757575987
EMCI,422.4M,18425,31.038961039,571892.857143575
EMITF,4.5M,430652,0.7361038961,317004.61506498
EMKR,121.9M,123884,4.6906926407,581101.76709924
EML,96.1M,25069,16.330995671,409401.730476299
EMMS,129.6M,174472,2.9135064935,508325.304935677
EMMSP,622.1M,134,14.5408583691,1948.4750214594
ENDP,10.745B,2798230,59.984978355,167851765.982312
ENG,84.8M,223542,1.6805194805,375666.685714402
ENOC,507.7M,354231,18.4309871245,6528827.00009876
ENPH,361.8M,307123,7.5817316017,2328524.15471812
ENSG,676.6M,175394,41.0106437768,7193020.85458806
ENT,868.9M,671205,12.759004329,8563907.50064644
ENTA,835.5M,213369,30.0466233766,6411017.98324176
ENTG,1.841B,688536,10.9991845494,7573334.53290568
ENTR,295.9M,612917,4.1339484979,2533767.31145673
ENVI,59.9M,152053,3.0016017316,456402.548094975
ENZN,48.1M,454802,1.3053648069,593682.52489409
EOPN,560.6M,236336,21.7980952381,5151674.6361916
EPAX,80.1M,18788,4.0014285714,75178.8400000268
EPAY,1.126B,200419,31.8256277056,6378460.47912865
EPIQ,487.1M,123317,13.9459656652,1719774.64793547
EQIX,10.288B,860480,179.748051948,154669603.740215
ERIC,38.644B,4328430,12.5012446352,54110762.3163387
ERIE,3.455B,47781,72.5533333333,3466670.81999841
ERII,275.1M,387628,5.3023809524,2055351.32380915
EROC,783.5M,876998,5.681038961,4982259.80675416
ERS,35.4M,14819,3.8874111675,57607.5460913307
ESBF,223.9M,16792,13.0207359307,218644.197748314
ESBK,66.0M,1012,23.5391774892,23821.6476190704
ESCA,231.1M,33403,11.3332900433,378565.88731635
ESEA,66.0M,62606,1.2712446352,79587.5416307051
ESGR,2.720B,26983,135.850429185,3665652.13069885
ESIO,202.9M,135073,9.9192207792,1339818.90831158
ESLT,2.621B,21722,56.0054978355,1216551.42398273
ESMC,12.4M,35844,1.5861802575,56855.0451501884
ESRX,53.300B,5427340,69.0214592275,374602926.52378
ESSA,115.3M,29455,10.9290909091,321916.37272754
ESSX,62.7M,25866,3.1969527897,82692.3808583802
ESXB,91.0M,16934,3.8664377682,65474.2571673762
ESYS,46.2M,14484,10.9996995708,159319.648583467
ETFC,6.009B,5494140,19.2542424242,105785503.472494
ETRM,104.9M,1683420,1.7072103004,2873951.96394987
EVBS,75.0M,7681,6.5264502165,50129.6641125524
EVEP,1.874B,212884,35.7442060086,7609369.5519348
EVOL,92.5M,19831,9.1382251082,181220.142121309
EWBC,4.957B,602750,33.8214592275,20385884.5493756
EXA,149.4M,34056,13.0901298701,445797.462856126
EXAC,344.6M,37006,22.3852380952,828388.120950971
EXAR,516.8M,168202,11.9437339056,2008959.93038973
EXAS,1.370B,2094260,12.7661471861,26735631.4059618
EXEL,689.2M,4722720,5.2642857143,24861747.4285917
EXFO,283.2M,39627,4.8227272727,191110.213636472
EXLP,1.579B,213869,28.9569098712,6192985.35724367
EXLS,935.1M,146069,27.9968669528,4089474.35892854
EXPD,8.665B,1515030,42.4707359307,64344439.0570884
EXPE,10.031B,2230190,64.1374458874,143038690.443621
EXPO,955.9M,48397,72.4002145923,3503953.18562354
EXTR,413.9M,1939600,5.4655844156,10601047.532459
EXXI,1.638B,2046940,25.4593506494,52113763.2182828
EZCH,718.9M,168753,25.6438197425,4327471.5130061
EZPW,627.0M,637634,13.2391845494,8441754.20097212
FABK,51.2M,1881,12.7597854077,24001.1563518837
FALC,79.7M,89764,1.4188311688,127359.961038856
FANG,4.514B,1092570,56.9231601732,62192537.1104331
FARM,342.4M,38689,19.0603030303,737424.063939277
FARO,828.9M,127578,47.593776824,6071918.85965227
FAST,14.535B,1724200,48.0372103004,82825757.9999497
FB,172.7B,63684900,54.8212554113,3491286168.7431
FBIZ,189.3M,17011,39.5587553648,672933.987510613
FBMS,73.6M,5383,14.3132188841,77048.0572531103
FBNC,356.5M,46538,16.6054978355,772786.658268499
FBNK,234.2M,32748,15.4015584416,504370.235845517
FBRC,281.5M,43431,26.636969697,1156870.23091041
FBSS,57.9M,1375,14.2418025751,19582.4785407625
FCAP,58.2M,1147,20.690472103,23731.971502141
FCBC,262.5M,34156,15.9568831169,545023.299740836
FCCO,70.9M,6147,10.6259227468,65317.5471245796
FCCY,73.5M,5625,10.4218181818,58622.727272625
FCEL,621.5M,9265360,1.7588311688,16296203.9584307
FCFS,1.651B,179123,55.3442857143,9913434.49000256
FCLF,69.7M,5645,9.1632467533,51726.5279220962
FCNCA,2.386B,24441,220.769350649,5395823.69921221
FCTY,74.4M,3419,7.497965368,25635.5435930894
FCVA,57.1M,4330,4.2107725322,18232.6450643827
FCZA,69.0M,5670,7.6106060606,43152.1363636587
FDEF,268.1M,21534,26.4471428571,569512.774284791
FDML,3.028B,174611,18.040952381,3150148.73619879
FEIC,3.704B,503089,89.4593506494,45006015.258856
FEIM,102.6M,8450,11.1969098712,94613.88841164
FELE,1.907B,170273,40.2561373391,6854533.27314058
FES,96.6M,28178,4.0775324675,114896.70987006
FFBC,981.6M,214286,16.4235622318,3519339.45640349
FFCO,49.3M,6309,20.1969527897,127422.575150217
FFHL,16.1M,87177,1.2973390558,113098.126866605
FFIC,607.5M,84027,19.8997402597,1672115.47480181
FFIN,1.988B,228341,58.5808154506,13376401.9808055
FFIV,8.090B,1291400,97.0588311688,125341774.571388
FFKT,149.6M,25691,20.9932618026,539337.888970597
FFKY,18.8M,4595,4.1647619048,19137.0809523722
FFNM,16.0M,4311,4.9630042919,21395.5115021654
FFNW,166.6M,77280,10.5694805195,816809.45454696
FHCO,160.9M,120477,7.992832618,962952.4953224
FIBK,1.200B,110639,25.735751073,2847377.76296565
FINL,1.416B,648223,25.8473593074,16754852.7923208
FISI,317.6M,44956,22.4147619048,1007678.03619219
FISV,15.081B,1205080,77.6259307359,93545456.6112184
FITB,18.014B,8476480,20.4253648069,173135196.278392
FIVE,2.134B,1151350,41.4171861472,47685677.2705787
FIZZ,864.1M,34995,19.1851948052,671385.892207974
FLDM,808.1M,437345,32.2455844156,14102445.1162406
FLEX,6.504B,5973350,8.9030042919,53180760.6867222
FLIC,353.0M,15333,39.1688311688,600575.68831121
FLIR,4.903B,940605,32.4163636364,30490993.718216
FLL,24.3M,55273,2.4297854077,134301.52884146
FLML,549.9M,226684,9.1261904762,2068761.36190465
FLWS,358.9M,177588,5.4422943723,966486.172986236
FLXS,233.6M,28770,30.1059307359,866147.627271843
FMBI,1.267B,370286,16.4712446352,6099071.29098967
FMER,3.213B,1182710,21.2454935622,25127257.6909496
FMNB,145.9M,18950,6.8557142857,129915.785714205
FNFG,3.013B,3134780,9.82,30783539.6
FNGN,2.426B,545000,55.448583691,30219478.111595
FNHC,288.5M,152505,14.7076190476,2242985.44285424
FNLC,179.3M,17794,16.7533905579,298109.831587273
FNSR,1.876B,3011990,23.2469957082,70019718.6031413
FOLD,184.0M,740061,2.3886266094,1767729.39720878
FONR,74.1M,125653,14.1138626609,1773449.18493007
FORD,9.8M,50350,1.6589699571,83529.137338978
FORM,439.9M,298297,6.3774458875,1902372.97588867
FORR,700.8M,52408,36.7438095238,1925669.56952331
FORTY,399.8M,1136,26.6757142857,30303.6114285552
FOSL,5.551B,681230,115.785150215,78876317.8809645
FRAN,618.0M,1275670,18.7300858369,23893408.5995582
FRBK,198.5M,116347,3.6665367965,426590.556667039
FRED,551.7M,192050,17.1312987013,3290065.91558467
FREE,16.0M,808039,1.0611255411,857430.821129144
FRGI,1.193B,315991,41.9217316017,13246889.8905528
FRME,756.1M,108023,20.0834199134,2169471.26930521
FRNK,239.5M,23377,19.394248927,453379.357166479
FRP,379.5M,114286,11.5987982833,1325580.26060522
FSBK,77.2M,8081,7.5214718615,60781.0141125391
FSBW,52.9M,6630,16.9616883117,112455.993506571
FSFG,51.1M,1934,23.101038961,44677.409350574
FSGI,129.5M,253598,2.108111588,534612.882488552
FSLR,7.055B,3488130,55.17527897,192458545.833626
FSRV,1.829B,14648,43.3761373391,635373.659743137
FSTR,545.6M,33916,46.1906493506,1566602.06337495
FSYS,216.2M,170439,14.0660515021,2397403.75196642
FTEK,130.2M,247836,5.6416017316,1398192.00675282
FTNT,3.979B,1988610,21.0692703863,41898561.7829
FTR,5.733B,10900500,4.937167382,53817593.047164
FUBC,298.0M,272195,7.7214718615,2101746.03333283
FULT,2.319B,1268600,12.3891341991,15716855.6449783
FUNC,55.2M,13264,8.2020171674,108791.555708128
FURX,1.128B,306216,65.5028571429,20058022.9028703
FWLT,3.403B,738539,29.9628755365,22128752.1358512
FWRD,1.441B,122281,42.3303030303,5176191.78484812
FXCB,186.4M,29138,17.1073160173,498472.974112087
FXEN,191.4M,677242,3.6380257511,2463823.83570615
G,3.719B,912767,17.9787124464,16410375.4235632
GABC,358.3M,21372,27.0383116883,577862.797402348
GAGA,155.2M,10022,3.5389177489,35467.0336796762
GAI,17.0M,3036,6.5689270386,19943.2624892807
GAIA,203.3M,66914,6.3287878788,423484.512121354
GALE,360.0M,3926520,3.0822746781,12102613.1690925
GALT,326.4M,324784,11.0705150215,3595526.15074286
GAME,1.790B,509486,5.3631168831,2732432.96831328
GASS,379.4M,116742,10.5687982833,1233822.64918901
GBCI,2.070B,280350,26.9940772532,7567789.55793462
GBLI,655.9M,19830,25.5225751073,506112.664377759
GBNK,292.0M,24827,13.4039055794,332778.763819764
GCBC,111.9M,414,25.7274025974,10651.1446753236
GCFB,11.7M,2227,1.5468240343,3444.7771244529
GENC,105.8M,14577,9.4998712446,138479.623133117
GENE,19.9M,113669,1.7196103896,195466.393376579
GEOS,700.1M,232175,74.8937339056,17388452.6695327
GERN,471.4M,4409430,3.2988311688,14545965.1207741
GEVA,3.347B,283145,72.7101298701,20587509.7220695
GEVO,59.7M,848114,1.422034632,1206047.47990949
GFED,53.3M,5114,11.903030303,60872.096969542
GFN,232.1M,38661,6.7834334764,262254.321630714
GGAL,1.949B,616641,10.4670386266,6454405.16574525
GHDX,854.5M,164631,29.8206437768,4909402.40561836
GIFI,304.7M,33609,22.6246781116,760392.806652764
GIGA,13.4M,611264,1.3236796537,809117.719827052
GIGM,54.3M,268050,1.1025108225,295528.025973806
GIII,1.669B,226634,64.992987013,14729620.6187042
GILD,125.3B,15259600,72.3176623377,1103538600.20837
GILT,198.2M,28438,4.8856223176,138937.327467909
GK,1.022B,99470,57.9003030303,5759343.14242394
GKNT,86.6M,10930,16.1765800866,176810.020346538
GLBS,36.6M,12408,3.2548497854,40386.1761373673
GLBZ,34.2M,1453,12.1234632035,17615.3920346855
GLCH,70.6M,21280,11.9248927039,253761.716738992
GLDC,51.5M,2730,4.0693939394,11109.4454545347
GLDD,459.4M,298309,8.1154112554,2420900.2161901
GLNG,4.801B,1038490,39.4198701299,40937140.9311999
GLPW,282.3M,46284,18.5483261803,858490.728929005
GLRE,1.212B,127514,31.0930042918,3964793.34926458
GLUU,365.1M,2683210,3.6744155844,9859228.64027159
GMAN,77.4M,136005,8.3086580087,1130019.0324678
GMCR,19.789B,2638950,89.6439914163,236566011.148045
GNCMA,462.5M,177988,10.167012987,1809606.30753016
GNMK,535.1M,213731,11.5113304721,2460328.17313241
GNTX,4.242B,795669,28.8606008584,22963485.4244023
GNVC,43.7M,52552,2.094248927,110056.969613806
GOLD,7.610B,525272,74.0103862661,38875583.6147669
GOOD,281.7M,99217,17.9069527897,1776674.13493567
GOODN,417.3M,1127,25.7946781116,29070.6022317732
GOODO,407.5M,953,25.0167811159,23840.9924034527
GOODP,409.4M,998,25.2534763948,25202.9694420104
GOOG,387.3B,2164830,543.327936508,1176212616.79061
GPIC,63.6M,4872,8.3997424893,40923.5454077234
GPOR,5.299B,1719360,62.0525541126,106690679.43904
GPRC,15.2M,77923,2.3613852814,184006.225281753
GPRE,1.200B,965575,22.0229613734,21264820.9281207
GRFS,29.359B,678538,36.5656652361,24811193.3579728
GRIF,138.2M,10123,30.6517596567,310287.763004774
GRMN,11.620B,1358290,49.3745064378,67064898.3493994
GROW,51.9M,21947,3.0870386266,67751.2367382097
GRPN,4.646B,17917900,9.1889699571,164647044.793964
GRVY,23.6M,16136,1.0512875537,16963.5759656964
GSAT,3.675B,4218720,3.2994642857,13919515.9714105
GSBC,423.1M,24917,28.6224892704,713186.565150557
GSIG,426.8M,98369,10.9924463519,1081315.95519005
GSIT,151.4M,54195,6.5856277056,356908.093506618
GSJK,410.4M,17886,22.7044155844,406091.177142578
GSM,1.533B,346861,17.6826609442,6133425.45776616
GSOL,274.0M,98148,7.6062660944,746539.804635134
GT,6.736B,4083040,23.6314285714,96488068.1141691
GTAT,2.507B,8321580,11.4765665236,95503166.4514593
GTIM,25.5M,63575,2.8398701299,180544.743506485
GTIV,544.9M,519569,11.3654978355,5905160.3448929
GTLS,2.429B,494862,94.718583691,46872627.7624956
GTWN,27.8M,1747,14.9537339056,26124.1731330832
GTXI,99.2M,486816,1.8236363636,887775.36000177
GUID,243.4M,56770,9.47,537611.9
GURE,84.0M,175236,2.1551931331,377667.42386315
GYRO,7.9M,10166,37.6756709957,383010.871342286
HA,739.0M,1038690,10.6452813853,11057147.3220973
HAFC,666.1M,161867,20.3207725322,3289262.48746962
HAIN,4.330B,478866,85.5415450644,40962937.518809
HALL,202.3M,50059,8.919004329,446476.437705411
HALO,1.188B,2457220,11.3241201717,27825854.5683047
HARL,64.6M,1825,17.7854935622,32458.525751015
HAS,6.832B,1054950,51.5639484979,54397387.4678596
HAST,24.0M,10245,2.5241125541,25859.533116857
HAUP,1.5M,6686,0.2687553648,1796.8983690996
HAYN,674.2M,37147,51.2756223176,1904735.54223189
HBAN,7.889B,9826650,9.130472103,89721953.6909449
HBANP,1.108T,289,1269.10458874,366771.22614586
HBCP,144.6M,18919,19.3513733906,366108.633176761
HBHC,2.873B,428555,34.157167382,14638224.867393
HBIO,128.8M,121950,4.6723175966,569789.130901712
HBK,43.9M,12194,14.1993506494,173146.881818784
HBMD,39.1M,728,9.5900858369,6981.5824892705
HBNC,195.0M,26081,22.2845922747,581204.451116451
HBNK,86.6M,3336,16.2072532189,54067.3967382504
HBOS,146.0M,17489,18.5427467811,324294.098454658
HCBK,4.939B,2621020,9.4357142857,24731195.8571316
HCCI,332.3M,35328,17.2875324675,610733.94701184
HCIIP,114.4M,16,35.1413733906,562.2619742496
HCKT,179.0M,74739,6.1937339056,462913.478369144
HCOM,298.9M,25467,27.4392703863,698795.898927902
HCSG,2.090B,326711,27.5013304721,8984987.17987026
HDNG,147.1M,44369,14.2294849785,631348.019011067
HDSN,70.8M,98712,2.727639485,269250.748841346
HEAT,987K,972,0.2364806867,229.8592274675
HEES,1.261B,236100,30.7277682403,7254826.08153483
HELE,1.729B,217173,53.6227467811,11645412.7866918
HEOP,239.6M,68741,7.29472103,501446.41832598
HERO,648.9M,5003450,5.7845493562,28942703.476379
HFBC,86.0M,5828,11.3383261803,66079.7649787884
HFBL,38.1M,1166,17.6763519313,20610.6263518958
HFFC,96.8M,3941,13.2101287554,52061.1174250314
HFWA,258.9M,67384,16.504248927,1112122.30969697
HGSH,122.1M,14283,5.7720171674,82441.7212016885
HIBB,1.403B,357384,57.6056652361,20587343.0647384
HIFS,153.1M,3686,74.0255844156,272858.304155902
HIHO,10.2M,13981,2.5992274678,36339.7992274516
HIIQ,53.7M,47972,11.1821459227,536429.904203764
HILL,265.5M,443327,3.5026839827,1552834.38198958
HIMX,1.151B,6432250,10.2132900433,65694434.8810164
HITT,2.444B,457697,62.2187124464,28477318.0305799
HKTV,250.8M,12816,6.3330042919,81163.7830043496
HLIT,692.8M,675041,7.2081385281,4865789.04017415
HLSS,1.609B,547727,22.432832618,12287068.1113593
HMIN,1.616B,259952,34.8501298701,9059360.95999224
HMNF,44.8M,5844,9.7838528139,57176.8358441394
HMNY,9.4M,5091,5.5687553648,28350.5335622477
HMPR,292.8M,93169,1.6179828326,150745.842532373
HMST,279.9M,48714,19.2501287554,937750.772190556
HMSY,1.709B,1032850,21.2109871245,21907768.0515398
HNH,317.8M,20614,22.1887553648,457399.003089987
HNRG,284.5M,42447,8.0472103004,341579.935622352
HNSN,152.3M,572322,1.8849785408,1078814.68841057
HOFT,156.3M,36091,15.3747639485,554890.605665314
HOLI,1.363B,475066,18.0320171674,8566398.26764805
HOLL,31.3M,30747,1.4512121212,44620.4190908439
HOLX,7.032B,2452290,22.196695279,54432733.8657389
HOMB,2.152B,171388,32.3282403433,5540672.4559575
HOTR,17.0M,24733,4.0649350649,100538.038961161
HOVNP,1.888B,10794,14.7819480519,159556.347272209
HPJ,139.4M,490380,3.0787878788,1509776.00000104
HPTX,521.0M,99364,25.3845021645,2522305.67307338
HRZN,137.9M,86345,13.7456652361,1186869.46481105
HSIC,10.218B,418845,112.749227468,47224450.1788345
HSII,323.4M,65406,18.0967381974,1183635.25853914
HSKA,65.5M,41456,8.4503896104,350319.351688328
HSNI,3.089B,266938,57.1190987124,15247257.9720906
HSOL,245.5M,1002120,3.2668669528,3273792.71072991
HSON,127.2M,25319,3.4806926407,88127.6569696301
HSTM,696.5M,183439,30.5045064378,5595716.15644359
HTBI,297.0M,121216,15.9050214592,1927943.08119839
HTBK,209.1M,39295,7.8326839827,307785.317099411
HTCH,55.8M,180427,3.1696536797,571891.104458211
HTHT,1.516B,155198,23.7765236052,3690068.91047983
HTLD,1.830B,449670,18.558111588,8345026.03777596
HTLF,459.0M,29400,26.7286266094,785821.62231636
HTWO,243.0M,23053,10.2259227468,235738.19708198
HTWR,1.488B,194334,88.6311158798,17224039.2733851
HUBG,1.875B,371564,40.5609012876,15070970.7260258
HURC,180.0M,19311,26.3061802575,507998.646952582
HURN,1.582B,167131,60.6135193133,10130398.0963511
HWAY,591.5M,302002,16.1855411255,4888065.79098325
HWBK,66.7M,1866,13.3196566524,24854.4793133784
HWCC,217.8M,71964,13.0910300429,942082.886007256
HWKN,392.4M,21077,36.6628755365,772743.427682811
HYGS,158.1M,171792,17.6460085837,3031443.10661099
HZNP,1.153B,2115240,8.7583261803,18525961.8695332
