Ticker,MarketCap,AvgVol,Close,Turnover
ORMP,94.6M,140361,10.6457575758,1494249.17909686
ORRF,134.9M,7327,16.4103463203,120238.607488838
OSBC,140.7M,104409,5.0241125541,524562.567662071
OSHC,94.6M,5462,14.3495238095,78377.099047489
OSIR,532.8M,215639,15.5863203463,3361018.53315579
OSIS,1.298B,148580,64.5316017316,9588105.38528113
OSN,20.1M,21584,1.0258008658,22140.8858874272
OSTK,379.1M,326759,23.7380519481,7756622.11650921
OSUR,477.4M,620680,6.4216450217,3985786.63203772
OTEX,5.671B,300681,68.6167099567,20631740.9664905
OTIV,78.6M,168831,2.4779220779,418350.062337311
OTTR,1.084B,101044,29.0222077922,2932519.96415506
OVBC,91.8M,1381,21.7187445887,29993.5862769947
OVLY,79.0M,2569,8.9235497836,22924.5993939399
OVRL,70.0M,92991,1.6022943723,148998.955973619
OVTI,1.219B,1307560,17.0336051502,22272460.7501955
OXBT,67.6M,487489,4.3480952381,2119648.59952613
OXGN,39.2M,611467,2.7369527897,1673556.31145949
OZRK,2.448B,463766,55.9853679654,25964110.1598417
P,5.895B,10833800,27.6823809524,299905378.762111
PAAS,2.276B,1187920,12.3443290043,14664075.3107881
PACB,445.9M,706764,4.9781818182,3518399.69454417
PACW,4.331B,1358510,39.6476190476,53861686.9523551
PATK,447.9M,63208,33.9545887446,2146201.64536868
PATR,319.7M,11739,35.6783982684,418828.717272748
PAYX,14.928B,2004380,41.6426406926,83467676.1514336
PBCP,33.5M,2948,9.8804329004,29127.5161904676
PBCT,4.536B,3106490,14.623030303,45426297.4059665
PBHC,37.7M,944,14.1874025974,13392.9080519456
PBIB,11.3M,9164,1.14,10446.96
PBIP,100.9M,11658,10.5776190476,123313.882856921
PBMD,46.3M,96983,1.3945454546,135247.201818623
PBSK,53.5M,3297,14.3504761905,47313.5200000785
PCAR,22.445B,1695060,59.7978787879,101360992.418218
PCBK,250.8M,44691,13.8774458874,620196.934153793
PCCC,535.1M,45714,19.8642424242,908073.978179879
PCH,1.680B,176244,39.9946320346,7048813.92830604
PCLN,64.072B,947142,1135.35662338,1075343942.98138
PCMI,127.8M,14264,10.0369264069,143166.718268022
PCO,430.8M,354100,1.8360944206,650161.03433446
PCOM,356.4M,49695,24.3456277056,1209855.96882979
PCRX,3.111B,524092,59.9484978541,31418528.137351
PCTI,137.4M,128375,8.7108225108,1118251.83982652
PCYC,6.550B,1510610,115.464805195,174422289.375619
PCYO,144.2M,71578,5.898008658,422167.66372304
PDCE,2.245B,851175,59.0233766234,50239222.5974225
PDCO,4.000B,767250,40.9433766234,31413805.7143036
PDEX,8.7M,9489,2.2504329004,21354.3577921803
PDFS,627.8M,208633,21.3139914163,4446801.97115692
PDII,66.3M,9700,4.9097402597,47624.480519478
PDLI,1.570B,2513470,8.5054112554,21378096.0281354
PEBK,90.0M,5094,14.6172727273,74460.3872728662
PEBO,283.6M,34298,23.1845887446,795185.024762291
PEGA,1.601B,255580,36.0366666667,9210251.26667518
PEIX,291.3M,1580060,8.0303030303,12688360.6060558
PENN,953.3M,1224810,25.3692640693,31072528.3247193
PENX,136.5M,28764,13.1248051948,377521.896623227
PEOP,103.7M,6730,17.8976623377,120451.267532721
PERF,101.8M,4084,5.7357575758,23424.8339394038
PERI,671.8M,191888,11.486969697,2204211.64121794
PERY,255.7M,124675,16.5521212121,2063635.71211857
PESI,50.3M,60559,3.0028571429,181850.025714459
PETM,5.871B,2230980,68.7144155844,153300486.880485
PETS,261.8M,228372,14.610952381,3336732.41715373
PFBC,308.9M,31745,20.8753679654,662688.556061623
PFBI,129.4M,13084,13.597965368,177915.778874912
PFBX,67.9M,2247,12.8492640693,28872.2963637171
PFIN,29.2M,5841,7.5381818182,44030.5199999894
PFMT,484.1M,219869,9.6244588745,2116120.14826865
PFPT,1.366B,623995,32.7754978355,20451746.7718628
PFSW,136.1M,39372,7.5374458875,296764.319480681
PGC,224.5M,26498,18.752987013,496916.649870474
PGNX,288.7M,1192830,4.6261038961,5518155.51038496
PGRX,2.1M,35566,1.6645021645,59199.683982607
PGTI,403.4M,600209,10.1688744589,6103449.97010191
PHII,593.5M,1161,38.5284415584,44731.5206493024
PHIIK,654.4M,22795,40.6138961039,925793.7616884
PHMD,226.3M,69953,14.1778354978,991782.126577603
PICO,507.7M,70433,23.4096103896,1648809.0885707
PKBK,70.9M,7370,10.0804761905,74293.109523985
PKOH,691.8M,41359,46.8756277056,1938729.08627591
PKT,193.3M,317167,12.3881385281,3929108.73254189
PLAB,528.7M,284839,8.3520779221,2378997.52324734
PLBC,33.8M,2522,6.4325108225,16222.7922943702
PLCC,6.9M,10011,1.0716883117,10728.6716883286
PLCE,1.069B,470339,52.6088311688,24743985.0431022
PLCM,1.685B,1596640,11.6458369099,18594209.0438227
PLMT,169.8M,10630,13.2231601732,140562.192641116
PLNR,52.0M,32014,2.1761471862,69667.1760174061
PLPC,293.9M,6595,66.6709090909,439694.645454486
PLPM,138.8M,250381,2.7438961039,687019.450390586
PLUG,747.0M,23637900,2.9184848485,68986852.9998854
PLUS,441.2M,52761,55.3292640693,2919227.30156034
PLXS,1.436B,170872,39.5903896104,6764889.05350827
PLXT,297.2M,639184,6.0280519481,3853034.35636239
PMBC,128.2M,19341,6.3116450217,122073.526363733
PMCS,1.449B,1562920,6.7418614719,10536990.1315994
PMD,75.5M,14823,14.7189177489,218178.517791945
PME,202.4M,115864,2.8272294372,327574.111515217
PMFG,102.7M,160011,6.8643290043,1098368.14831185
PNBK,56.2M,6947,1.2467099567,8660.8940692644
PNFP,1.342B,180648,32.869047619,5937727.71427711
PNRA,4.050B,581328,168.172640693,97763464.8687803
PNRG,146.7M,488,51.6076190476,25184.5180952288
PNTR,59.4M,38712,7.8312554113,303163.559480697
PODD,2.127B,708364,38.6727705628,27394398.4469473
POOL,2.623B,242623,56.4698268398,13700878.7973528
POPE,297.6M,1778,67.4683982684,119958.812121215
POWI,1.710B,384970,56.1717748918,21624448.1800962
POWL,778.4M,42933,62.3193939394,2675558.54000026
POWR,223.9M,942025,17.0906926407,16099859.7348554
POZN,258.2M,460755,7.4865800866,3449479.20779217
PPBI,215.7M,58591,14.6371428571,857604.837140346
PPC,6.569B,1259560,18.3622077922,23128302.4467434
PPHM,321.2M,1648860,1.6151948052,2663230.10648558
PRAA,2.948B,416577,57.8668831169,24106012.5681888
PRAN,90.4M,1981930,5.1557142857,10218264.8142772
PRCP,118.9M,49120,11.9074458874,584893.741989088
PRFT,654.9M,175428,19.0617748918,3343969.04571869
PRGO,19.691B,1198410,143.01,171384614.1
PRGS,1.125B,260364,24.148961039,6287520.0919582
PRGX,188.5M,121394,6.5347186147,793275.63151532
PRIM,1.489B,248853,28.0884415584,6989892.94713252
PRKR,155.7M,1741890,4.2999134199,7489976.18700703
PRLS,9.5M,5225,3.6538961039,19091.6071428775
PRMW,108.0M,98325,3.1532467533,310042.987013306
PROV,134.1M,38402,15.5693562232,597894.417683326
PRPH,27.0M,104780,1.8258008658,191307.414718524
PRSC,510.6M,139798,30.5431601732,4269872.70589301
PRSS,88.6M,25320,5.957012987,150831.568831093
PRTA,484.1M,436527,25.7233766234,11228948.4272829
PRTS,117.7M,123131,2.3162337662,285200.179869666
PRXI,41.8M,43612,1.1708658009,51063.7993075424
PRXL,3.014B,629966,48.9558008658,30840490.0482246
PSBH,43.0M,2053,6.3871428571,13112.8042857084
PSDV,119.5M,85545,3.7724675325,322715.735065146
PSEM,186.7M,76986,8.2442424242,634691.247272541
PSMI,224.4M,171358,7.8144206009,1339063.48532217
PSMT,2.576B,153336,99.6438095238,15278983.1771414
PSTB,286.9M,98239,6.5678354978,645217.591472304
PSTI,209.8M,133756,3.5163636364,470334.734544968
PSTR,46.0M,22161,1.3997835498,31020.6032466746
PSUN,160.6M,373798,2.9987012987,1120908.54805146
PTEK,12.4M,68084,1.1573593074,78797.6510822982
PTEN,4.929B,2193350,26.5312121212,58192234.106034
PTIE,280.3M,253467,4.2613419913,1080109.57051898
PTNR,1.238B,57477,8.5248484849,489982.716363724
PTNT,24.7M,21716,3.2294805195,70131.3989610277
PTRY,372.6M,182311,14.2346753247,2595137.89312138
PTSI,214.3M,19991,19.4092640693,388010.598009376
PTSX,3.9M,77231,0.6439393939,49732.0833333029
PTX,341.8M,717764,3.6656277056,2631055.60450381
PULB,121.5M,9359,10.6433766234,99611.3618184006
PURE,30.1M,55848,1.1441558442,63898.8155846477
PVTB,2.310B,475742,26.6636796537,12685032.2858105
PWOD,215.8M,11259,47.4942857143,534738.162857304
PWRD,941.1M,440042,19.5116017316,8585924.24917673
PWX,93.1M,2830,18.7838961039,53158.425974037
PXLW,168.1M,883011,5.1011158798,4504341.43416457
PZZA,1.759B,358250,60.1575757576,21551451.5151602
PZZI,53.5M,22161,7.0433333333,156087.309999926
QADA,335.2M,22344,16.9383549784,378470.60363737
QADB,276.3M,2975,14.6464502165,43573.1893940875
QBAK,16.3M,9561,1.3458874459,12868.0298701543
QCCO,46.6M,10417,2.2923809524,23879.7323809425
QCOM,132.7B,8617790,73.4629004329,633087848.721641
QCOR,5.428B,2422510,68.1811255411,165169458.43457
QCRH,137.0M,7778,16.9346320346,131717.567965119
QDEL,766.5M,188453,26.1528138528,4928576.22900172
QGEN,5.632B,941377,22.1423376623,20844287.401523
QKLS,5.0M,4375,4.4276623377,19371.0227272625
QLGC,849.3M,705544,11.3267099567,7991492.24968995
QLIK,1.995B,1914140,27.6785714286,52980660.7143404
QLTI,316.7M,36327,5.2993506494,192509.511038937
QLTY,394.2M,182033,12.188008658,2218619.78004171
QLYS,858.5M,168133,23.0912121212,3882394.76757372
QNST,237.5M,120448,7.754025974,933956.920519966
QSII,952.1M,494061,19.4201298701,9594728.78375147
QTWW,123.4M,1310520,5.8577922078,7676753.84415295
QUIK,265.8M,745255,3.9109090909,2914624.55454613
RADA,12.6M,4339,1.494025974,6482.5787013162
RAIL,298.0M,87456,23.2293073593,2031542.30441494
RAND,20.3M,5297,3.1311255411,16585.5719913656
RAVN,1.199B,127509,34.1216017316,4350811.31519458
RBCAA,485.3M,23978,24.415021645,585423.38900381
RBCN,225.7M,574452,10.3273390558,5932560.57528242
RBPAA,22.8M,10514,1.9123809524,20106.7733333233
RCII,1.507B,701259,31.7124242424,22238622.9118012
RCKY,111.0M,22505,15.6768831169,352808.254545834
RCMT,76.0M,12431,6.4077922078,79655.2649350375
RCON,19.3M,119794,3.9107792208,468487.885974119
RDA,791.4M,185562,16.2598268398,3017205.98804697
RDCM,41.5M,10922,5.385974026,58825.6083116444
RDEN,656.9M,471298,33.0196536797,15562096.7399353
RDHL,144.4M,6305,12.5381818182,79053.236363751
RDI,198.7M,59311,7.1757142857,425598.789999746
RDIB,255.6M,70,8.7824242424,614.7696969694
RDNT,289.3M,827056,3.1572294372,2611205.54943769
RDWR,748.7M,161081,16.2662770563,2620188.17450586
RECN,490.2M,159081,13.3699134199,2126899.19675111
REDF,83.4M,452188,2.3406926407,1058433.12380833
REED,61.1M,72434,6.1944155844,448686.298441878
REFR,130.2M,79664,5.3983116883,430051.102337528
REGI,441.4M,619705,12.2162770563,7570487.97317439
REGN,27.603B,888341,291.336190476,258805882.78364
REIS,221.9M,26819,17.8748051948,479384.400519341
RELL,140.7M,42023,11.0196969697,463080.725757703
RELV,22.3M,13328,2.359004329,31440.809696912
REMY,714.8M,57205,22.1096103896,1264780.26233707
RENT,642.1M,137183,44.2533333333,6070805.02666209
REXI,185.4M,44611,8.6982251082,388036.520303249
REXX,893.7M,688753,19.7420779221,13597415.3950801
RFIL,50.9M,49098,7.2106493507,354028.461818214
RFMD,2.707B,10050000,6.4488744589,64811188.3116435
RGCO,91.1M,2180,19.0732034632,41579.583549776
RGDX,38.6M,382172,1.5211255411,581331.590304734
RGEN,719.0M,666145,13.6743722944,9109114.73205309
RGLD,4.761B,604198,57.2664502165,34600274.6879089
RGLS,342.1M,112534,8.150952381,917259.275237827
RICK,100.7M,46967,10.9464502165,514121.927318356
RIGL,310.7M,732688,3.3634334764,2464347.34694924
RITT,17.5M,38792,2.0400865801,79139.0386148513
RIVR,37.5M,1192,25.5244588745,30425.154978404
RJET,540.1M,667091,10.5578354978,7043037.0400629
RLJE,50.8M,4889,4.6685714286,22824.6457142787
RLOC,199.9M,153027,11.0501731602,1690974.84818593
RLOG,107.6M,15791,5.8377922078,92184.5767532119
RMBS,1.612B,1231350,9.9383116883,12237540.0974005
RMCF,78.3M,9320,12.1419047619,113162.552380908
RMKR,6.3M,33945,0.3171861472,10766.8837662288
RMTI,497.3M,389884,10.779047619,4202578.2018862
RNET,920.8M,104378,43.4903030303,4539430.84969665
RNIN,4.5M,9211,0.7466233766,6877.1479220745
RNST,917.1M,69453,28.386969697,1971560.20636574
RNWK,271.6M,65867,7.6597402597,504524.111688295
ROCK,512.7M,86039,16.3949350649,1410603.81804893
ROIA,223.4M,3306,3.8357142857,12680.8714285573
ROIAK,231.0M,135959,3.8535497836,523924.775021674
ROIC,1.176B,974348,14.6184848485,14243491.4751663
ROLL,1.481B,95464,63.9629004329,6106154.32692637
ROSE,3.246B,1112270,49.0206493506,54524197.6531919
ROSG,49.1M,183814,3.6622943723,673180.977748114
ROST,13.921B,1635000,71.1406060606,116314890.909081
ROVI,2.204B,811669,20.8753246753,16943853.9038761
ROYL,48.2M,353239,2.7730735931,979557.742942454
RP,1.720B,477281,21.2424242424,10138605.4848369
RPRX,378.3M,213916,18.9416450216,4051920.93644059
RPTP,702.2M,766425,12.4904761905,9573013.21430396
RPXC,907.6M,291638,16.6673160173,4860822.70865334
RRD,3.170B,2023710,17.5656277056,35547736.4440998
RRGB,1.032B,164219,70.469004329,11572349.4219041
RRST,155.6M,15439,8.4291341991,130137.402900368
RSTI,653.2M,98489,23.9671861472,2360504.19645158
RSYS,113.6M,187153,3.1758008658,594360.659437067
RTEC,312.0M,219442,10.8174458874,2373801.96042283
RTIX,238.7M,274053,3.6790909091,1008265.90090884
RUSHA,1.327B,137927,29.3044155844,4041870.12830954
RUSHB,1.198B,10422,25.3138095238,263820.522857044
RUTH,431.1M,212498,12.5928571429,2675956.95715196
RVBD,3.187B,1317680,18.0305194805,23758454.9090652
RVLT,185.9M,383733,3.1139914163,1194941.26815489
RVSB,83.9M,34264,3.092034632,105945.474631876
RYAAY,15.233B,278069,51.6645887446,14366320.5276222
S,33.093B,15047700,8.0044588745,120448695.805212
SAAS,489.0M,219031,8.4380519481,1848194.95623334
SABA,335.1M,55241,11.2932900433,623852.635281935
SAFM,2.180B,314619,74.2478787879,23359793.3763703
SAFT,791.3M,53970,53.8446753247,2905997.12727406
SAIA,1.047B,228109,35.0187445887,7988090.80938377
SAL,51.5M,3064,27.5623376623,84451.0025972872
SALM,235.9M,31803,8.6966666667,276580.090000106
SANM,1.844B,765286,17.4636796537,13364709.5474615
SANW,75.5M,66973,6.9935930736,468381.908917543
SAPE,2.294B,709311,16.13,11441186.43
SASR,618.7M,44677,24.8864935065,1111853.8703899
SATS,4.743B,191803,47.3892207792,9089394.7131129
SAVE,4.557B,968908,47.4814718615,46005177.9383822
SBAC,12.887B,1264630,88.1548484848,111483266.039333
SBBX,42.0M,3692,7.9174025974,29231.0503896008
SBCF,270.7M,61388,7.3432618026,450788.155536781
SBGI,3.285B,1656070,30.1087012987,49862116.9597381
SBLK,381.3M,191553,10.7535064935,2059866.42934941
SBNY,5.967B,357966,109.918154506,39346962.0958948
SBRA,1.114B,521584,26.6722943723,13911841.9878817
SBSA,39.2M,16959,4.6596103896,79022.332597396
SBSI,534.3M,119595,27.4570562771,3283726.64545977
SBUX,58.590B,4398370,74.8478787879,329208664.624336
SCBT,1.415B,83444,59.7103896104,4982473.75065022
SCEI,4.7M,13027,0.1707792208,2224.740909088
SCHL,1.065B,130692,31.6475324675,4136079.31324251
SCHN,704.8M,268873,27.7372294372,7457792.09046828
SCIL,2.9M,17867,0.3602597403,6436.7607792254
SCLN,262.6M,238620,4.9625108225,1184154.33246734
SCMP,312.3M,163177,7.282987013,1188415.97181867
SCMR,16.5M,66064,0.5265367965,34785.1269264204
SCOK,25.6M,48528,1.2257142857,59481.4628569349
SCON,39.2M,160766,2.3145021645,372093.254978007
SCOR,1.190B,229400,29.6641630901,6804959.01286894
SCSC,1.070B,110361,38.0271428571,4196713.51285241
SCSS,1.091B,526823,19.9657142857,10518397.4971353
SCTY,6.550B,5556010,54.8926406926,304984060.614493
SCVL,421.5M,80761,25.0247186147,2021021.30004179
SEAC,253.1M,273711,11.3076190476,3095019.71713764
SEED,50.9M,198145,1.9017316017,376818.608224791
SEIC,5.422B,678986,32.7373593074,22228208.6466943
SENEA,328.3M,20964,30.3542918455,636347.374249062
SENEB,333.7M,261,30.8745887446,8058.2676623406
SEV,28.4M,12777,7.621038961,97374.0148052081
SFLY,1.633B,932791,48.1875757576,44948936.9785075
SFNC,643.8M,52891,34.3889177489,1818864.24865707
SFST,65.3M,2880,13.3888311688,38559.833766144
SGC,108.8M,11194,14.9106493506,166909.808830616
SGEN,4.783B,1159660,42.3848917749,49152063.5956805
SGI,325.5M,342305,12.9682683983,4439103.11408008
SGMA,48.9M,39320,8.035974026,315974.49870114
SGMO,1.036B,1159550,14.0461471861,16287209.9696423
SGMS,950.6M,1524200,14.4668398268,22050357.2640086
SGNT,805.9M,185117,22.210995671,4111632.88562851
SGOC,35.7M,104083,3.0616883117,318669.70454563
SGRP,29.1M,7500,1.8880519481,14160.389610375
SGYP,372.1M,1301080,4.7245021645,6146955.27618766
SHBI,76.3M,16127,9.1136363636,146975.613636422
SHEN,731.8M,79441,25.2917316017,2009200.45017065
SHIP,16.0M,38200,1.5208225108,58095.419913324
SHLD,4.079B,1240200,46.6214285714,57819895.7142503
SHLM,1.082B,136583,33.0085714286,4508409.71143247
SHLO,325.5M,86856,16.9313852814,1470592.40000128
SHOO,2.224B,506627,38.8257575758,19670177.0833548
SHOR,402.7M,485253,7.2419047619,3514156.01142626
SHOS,482.3M,115344,27.1019480519,3126047.09609835
SHPG,44.993B,761627,145.057038627,110479357.158366
SIAL,11.964B,512347,90.7518181818,46496421.7899907
SIBC,38.2M,1231,15.5975757576,19200.6157576056
SIEB,63.4M,4467,2.2031168831,9841.323116897
SIFI,136.8M,10117,11.5547186147,116899.08822492
SIGA,143.5M,172883,3.240995671,560313.054589493
SIGI,1.381B,157106,24.4812121212,3846145.31151325
SIGM,150.9M,456006,4.8693506494,2220453.1122075
SILC,297.0M,73142,47.4568831169,3471091.3449363
SIMG,392.9M,541138,5.6827467811,3075150.22764171
SIMO,634.8M,296456,14.7214718615,4364268.66217284
SINA,3.179B,3551700,69.9487445887,248436956.155686
SINO,10.4M,7061,2.3191341991,16375.4065800569
SIRI,20.605B,60622000,3.5617316017,215919293.160076
SIRO,4.695B,429223,71.2141991342,30566772.1949787
SIVB,5.281B,573097,103.933419913,59563931.1518806
SKBI,53.2M,40383,4.6660606061,188429.525454521
SKUL,209.0M,363677,7.0031168831,2546872.53870243
SKYW,608.0M,316433,13.6473390558,4318468.43944396
SLAB,2.096B,438291,44.4519047619,19482869.7899979
SLGN,3.164B,178966,47.8806060606,8569000.54424134
SLM,3.496B,12006000,22.1453218884,265876734.59213
SLMAP,20.292B,7086,47.2279220779,334657.055843999
SLMBP,30.944B,14459,69.7206493506,1008090.86896033
SLP,89.7M,23261,5.433030303,126377.717878781
SLTC,26.2M,7102,6.4482683983,45795.6021645135
SLXP,7.781B,1030840,91.3825974026,94200836.7064962
SMBC,116.2M,995,32.1372727273,31976.5863636635
SMCG,7.1M,4423,0.9955411255,4403.2783982679
SMCI,1.136B,470902,17.2452380952,8120817.10950587
SMED,66.4M,32762,4.0248484849,131862.086060656
SMIT,8.4M,1986,2.6638961039,5290.4976623454
SMMF,79.2M,2970,9.7267099567,28888.3285714287
SMPL,120.6M,23491,16.2241558442,381121.644936102
SMRT,605.6M,102272,13.6295670996,1393923.08641029
SMSI,35.0M,250859,1.2960606061,325128.467575606
SMT,362.5M,222061,2.856969697,634421.547878855
SMTC,1.731B,487148,27.2077922078,13254221.5584454
SMTX,29.6M,51498,2.0093939394,103479.769090706
SNAK,227.3M,58336,11.8884415584,693524.126750822
SNBC,344.0M,232381,3.5767532468,831169.496233012
SNCR,1.351B,383589,33.0688744589,12684856.484815
SNDK,23.168B,3711510,73.0897835498,271273462.542918
SNFCA,105.0M,17210,4.8654545455,83734.4727271945
SNHY,1.062B,61152,38.5154112554,2355294.42909022
SNMX,373.3M,705898,6.156969697,4346192.59515173
SNPS,6.007B,613773,38.2570995671,23481174.7725977
SNSS,395.0M,472180,5.2235344828,2466448.51206962
SNTA,358.1M,1560900,5.2878354978,8253782.42857846
SOCB,51.4M,3627,6.2482251082,22662.3124675502
SODA,725.4M,1153930,49.5931601732,57227035.3186607
SOFO,44.6M,5497,9.8987445887,54413.3990043038
SOHU,2.166B,574656,67.5234632035,38802763.2706705
SONA,127.2M,5620,10.0352813853,56398.281385386
SONC,1.215B,861038,19.4301731602,16730117.4375123
SONS,872.2M,2548750,3.3005627706,8412309.3614648
SORL,60.8M,49170,3.8497402597,189291.728571416
SPAN,63.7M,4066,20.6727272727,84055.3090907982
SPAR,163.7M,87797,5.8736909871,515692.447596175
SPBC,42.9M,7102,21.073982684,149667.425021768
SPCHA,12.9M,2902,1.1626406926,3373.9832900413
SPCHB,14.5M,2422,1.2492207792,3025.6127272708
SPEX,21.4M,3111340,6.5478787879,20372677.1878826
SPIL,5.127B,629084,6.3542060086,3997329.33270154
SPIR,6.9M,6177,0.6728138528,4155.9711688321
SPLK,6.347B,4370490,63.9945021645,279687331.764926
SPLS,6.935B,11200700,13.9308225108,156034963.696718
SPNC,966.0M,615175,22.5563519313,13876103.7993375
SPNS,370.4M,124894,7.0912554113,885655.253333906
SPPI,507.6M,878545,8.2690987125,7264775.32832939
SPPR,4.6M,19081,3.1672294372,60433.9048917856
SPRO,11.0M,21922,2.2995238095,50410.1609522974
SPRT,127.9M,449791,3.7024242424,1665317.10242233
SPSC,985.6M,137703,63.7618181818,8780193.64908841
SPTN,791.4M,194520,22.4324675325,4363563.5844219
SPU,36.5M,24255,1.8076190476,43843.8000000231
SPWR,5.331B,3320920,30.3306926407,100725803.804353
SQI,468.1M,288467,24.1855411255,6976730.49184961
SQNM,444.6M,1822620,2.619004329,4773449.67012198
SRCE,742.7M,45194,30.0812446352,1359491.77004323
SRCL,9.972B,382894,115.454415584,44206803.0006201
SRDX,284.3M,49439,22.80995671,1127701.44978569
SREV,458.7M,1203620,8.8559656652,10659217.3939962
SRPT,1.219B,1355790,30.5621459227,41435851.8205374
SSBI,62.0M,3522,10.4851082251,36928.5511688022
SSFN,26.0M,1756,4.9081818182,8618.7672727241
SSH,90.6M,116038,8.4117316017,976080.511601546
SSNC,3.603B,297295,40.0246781116,11899136.6791881
SSRI,674.3M,1247690,7.9531168831,9923024.40389999
SSYS,5.320B,1259100,108.749393939,136926361.908595
STAA,622.3M,257606,14.6523376623,3774530.09583445
STB,543.4M,93609,6.2883982684,588650.673506656
STBA,736.1M,56966,23.9284848485,1363110.06787965
STBZ,532.1M,108342,16.754978355,1815267.86493741
STEM,116.0M,1807550,1.4483982684,2618052.29004642
STFC,950.4M,31948,20.6754545455,660539.421819634
STKL,907.0M,466639,10.3372727273,4823774.60819455
STLD,3.956B,2778350,17.5729437229,48823788.1925192
STLY,38.6M,44931,3.3187878788,149116.458181913
STML,192.1M,164767,24.7721212121,4081628.09575408
STMP,547.9M,151962,39.2141558442,5959061.55039632
STND,50.4M,1003,18.718961039,18775.117922117
STNR,622.0M,91667,50.756017316,4652651.83930577
STRA,559.6M,164009,43.124978355,7072884.5750252
STRL,170.8M,119383,9.7459307359,1163498.44904753
STRM,81.1M,51773,6.4194372294,332353.523679797
STRN,25.5M,4236,5.1021645022,21612.7688311498
STRS,128.9M,2770,15.673030303,43414.29393931
STRT,233.9M,18128,52.6425541126,954304.220953213
STRZA,3.162B,950253,28.9474891775,27507438.4333869
STRZB,3.155B,133,28.8515151515,3837.2515151495
STX,18.444B,2784830,49.8887878788,138931793.148519
STXS,66.3M,243580,4.0770995671,993099.912554218
SUBK,260.3M,24086,20.0387878788,482654.244848777
SUMR,50.4M,278477,2.4838528139,691695.880042507
SUPN,453.7M,454906,8.0057575758,3641867.15575868
SURG,79.9M,74150,3.7171428571,275626.142856931
SUSQ,1.925B,1337370,11.7400865801,15700839.5896283
SUSS,1.727B,476481,61.7602597403,29427590.3213179
SUTR,40.4M,90917,1.7463203463,158770.206926375
SVA,310.7M,249222,6.0183982684,1499917.25324719
SVBI,47.3M,6948,4.7501298701,33003.9023376632
SWHC,813.7M,1499480,13.0394805195,19552440.2493799
SWIR,623.9M,565108,18.9635497835,10716453.6910541
SWKS,8.755B,3145350,31.7961904762,100010147.714316
SWSH,70.2M,83362,0.7951948052,66289.0293506656
SYBT,431.3M,39797,29.4334199134,1171361.81229358
SYKE,889.8M,212550,19.6838095238,4183793.71428369
SYMC,15.542B,7835030,22.7501298701,178247950.03613
SYMX,131.1M,393939,1.1556709957,455263.876363244
SYNA,3.176B,1430060,54.7393506494,78280555.789681
SYNC,72.7M,54911,2.56004329,140574.537099386
SYNL,138.5M,12077,15.5346753247,187612.273896402
SYNT,3.527B,106323,83.8963203463,8920108.46817965
SYPR,103.1M,107991,3.2809090909,354308.653636462
SYUT,388.8M,47397,6.6813419913,316675.566363542
SZYM,884.3M,1346480,10.8449350649,14602488.1661866
T,182.6B,25312500,34.5039055794,873380109.978563
TACT,83.6M,11816,11.41,134820.56
TAIT,5.5M,5438,1.0555844156,5740.268051924
TASR,713.2M,1037670,15.3879220779,15967585.1025745
TAST,163.6M,322756,6.5017748918,2098486.85696812
TATT,65.6M,4266,7.831991342,33411.2750649293
TAX,419.6M,27484,23.4261471861,643844.229262772
TAXI,295.9M,258973,14.3292207792,3710881.29285176
TAYC,625.2M,47667,22.9363203463,1093305.58194708
TAYCO,816.9M,14638,26.2524034335,384282.681459573
TAYD,29.6M,2275,8.5373593074,19422.492424244
TBBK,449.1M,435275,17.1609090909,7469714.7045415
TBNK,188.7M,31042,22.0080519481,683173.94857292
TCBI,2.309B,435175,54.7157939914,23810945.6502075
TCBK,376.2M,51342,24.3926839827,1252369.18103978
TCCO,8.5M,6000,6.7106008584,40263.60515022
TEAR,150.8M,456014,8.5777056277,3911553.85411455
TECD,2.334B,366848,55.0278787879,20186867.2775835
TECH,3.376B,208633,86.0374025974,17950241.4161034
TELK,6.5M,80564,1.3283549784,107017.590475789
TESO,841.4M,278625,18.5314285714,5163319.28570633
TESS,261.3M,25941,34.8795708155,904810.946524886
TFM,1.644B,939320,41.2705194805,38766224.3584233
TFSL,4.262B,278709,12.2125108225,3403736.67882815
TGA,532.7M,119969,7.7602164502,930985.407316443
TGE,101.2M,64886,6.7437339056,437573.918197464
THFF,437.4M,25252,33.0916309013,835629.863519628
THLD,230.3M,447147,4.5592640693,2038661.2507774
THOR,1.949B,544572,36.1645021645,19694175.2727261
THRD,129.8M,18452,29.8987982833,551692.625923452
THRM,1.489B,642758,27.7074248927,17809169.0091821
THRX,3.340B,1322700,34.4117316017,45516397.3895686
THTI,23.4M,74420,1.1086147186,82503.1073589562
TIBX,3.211B,2881070,22.4957142857,64811727.5571017
TICC,585.9M,537908,9.9785714286,5367553.39999923
TIGR,40.9M,17009,1.6690909091,28389.5672727118
TILE,1.232B,369030,19.4748051948,7186787.36103704
TINY,102.3M,89644,3.1865367965,285653.904589032
TISA,51.5M,36716,4.2256223176,155147.949013002
TITN,328.7M,246795,16.8405627706,4156166.68897023
TIVO,1.437B,1471940,12.4299134199,18296086.7592876
TLF,92.1M,21556,8.9693939394,193344.255757491
TNAV,232.2M,97469,6.1677489178,601164.319264175
