,Ticker,MarketCap,AvgVol,Turnover
496,LTE.PA,90.4M,9198,50383.3117067
497,MAIR.PA,24.3M,397,276.303286007
498,MALA.PA,315.6M,2,0
499,MALT.PA,129.7M,39,436.715276941
500,MAN.PA,343.2M,2352,180202.134084
501,MAU.PA,1.448B,231214,3138365.73579
502,MC.PA,70.682B,667528,108096397.905
503,MCLC.PA,8.9M,4040,23417.6404475
506,MED.PA,21.3M,32447,48679.8503177
508,MEMS.PA,13.0M,26839,76745.8637454
509,METEX.PA,58.1M,117038,1223681.01987
510,MF.PA,4.934B,69949,6779962.59694
511,MFC.PA,240.2M,9183,114612.298542
512,MFG.PA,3.9M,134978,7507.40953415
513,MGIC.PA,398.9M,3518,439333.231177
515,MKEA.PA,130.9M,34135,317216.421411
516,ML.PA,16.364B,505822,49045562.2738
535,MLATV.PA,705K,218,317.750914725
537,MLBAT.PA,9.4M,1934,1062.67281899
542,MLCAC.PA,6.9M,133,249.905098053
547,MLCFM.PA,487.1M,8,352.035363527
553,MLCMB.PA,57.5M,144,2098.41630924
555,MLCNT.PA,44.0M,0,6.4053993561
566,MLCVG.PA,372.0M,3,0
567,MLDAM.PA,2.4M,156,124.540314389
571,MLDIG.PA,1.0M,1609,51.8890075454
573,MLDUR.PA,98.6M,5337,457.349851705
574,MLDYN.PA,7.1M,1055,212.963533552
587,MLERI.PA,1.1M,219,111.694473136
592,MLEXX.PA,295.6M,113,303.559706588
598,MLFMM.PA,116.1M,0,0
600,MLFST.PA,10.5M,1775,2975.13904385
607,MLGEO.PA,3.2M,1102,635.432152798
609,MLGES.PA,30.6M,58,143.879308836
611,MLGLO.PA,34K,8752,105.025122109
627,MLIML.PA,1.8M,433,27.1923285657
630,MLION.PA,599K,8255,98.2420650899
644,MLLOI.PA,1.9M,15,28.9565090133
665,MLNMA.PA,29K,973,844.270933632
667,MLNOV.PA,759.2M,985,221.087796082
672,MLOLM.PA,16.5M,549,2220.38310291
673,MLONE.PA,1.1M,1737,67.1418191836
677,MLPAC.PA,1.4M,38,133.850877961
679,MLPFX.PA,12.0M,384,1201.32763782
680,MLPGO.PA,6.9M,2326,262.383046515
683,MLPHW.PA,1.1M,1070,385.166646242
694,MLQUD.PA,20.5M,184,364.583288855
700,MLROU.PA,1.7M,3,10.0152308258
713,MLSML.PA,4.3M,3003,841.114126153
717,MLSRP.PA,3.1M,2,127.789954658
730,MLTRC.PA,7.2M,119,231.675349942
731,MLTRO.PA,1.2M,163,37.3814884193
733,MLUKA.PA,11.9M,4800,2760.86808704
735,MLV4S.PA,8.8M,333,104.648852465
738,MLVES.PA,2.0M,0,1.2629259138
740,MLVIS.PA,1.4M,7466,629.295285447
741,MLVLT.PA,102.1M,9851,6370.58373651
749,MLWTT.PA,1.4M,6,5.8733390522
752,MLZAM.PA,211.6M,4919,15305.5711851
754,MMB.PA,3.053B,619902,9471185.29579
