,Ticker,MarketCap,AvgVol,Turnover
468,L1O.DE,12.7M,5985,1836.41130232
469,L5A.DE,1.131B,3409,119747.094624
470,LEG.DE,2.599B,110273,4607965.18436
471,LEI.DE,187.2M,3174,67014.0557763
472,LEO.DE,1.905B,205816,10234715.5049
474,LHA.DE,7.370B,4372097,55797985.1901
475,LHL.DE,10.011B,195465,160896.145796
476,LIN.DE,28.562B,462316,64552875.3132
477,LLD.DE,68.450B,127580,142028.718858
479,LO3.DE,4.122B,123,5110.65732339
480,LOEK.DE,2.7M,40528,136645.256108
481,LPK.DE,324.2M,139066,2453824.24334
482,LSPN.DE,47.934B,2,0
483,LSPP.DE,3.933B,6,0
484,LSX.DE,43.9M,5360,52556.4955838
485,LUS.DE,32.4M,17277,69644.6818333
486,LXS.DE,4.052B,666515,40034988.6404
487,LYI.DE,184.3M,466928,36150.4991509
488,M3B.DE,22.7M,21460,34284.8115391
489,M3V.DE,24.6M,1687,43893.1646505
490,M4N.DE,44.7M,14637,19505.2333993
491,M5Z.DE,381.5M,23058,1385418.77856
492,M7U.DE,21.8M,4893,24875.0174542
493,MA1.DE,15.2M,7322,13744.3510443
494,MAK.DE,7.7M,3985,694.815286847
495,MAN.DE,13.230B,76543,7274596.79986
496,MBB.DE,166.2M,1966,77727.6358607
497,MBK.DE,34.8M,1772,14453.9414611
498,MBQ.DE,157.0M,8164,212493.998074
499,MCE.DE,3.3M,3146,560.09850037
500,MDN.DE,746.2M,653,8980.09506136
501,MDS.DE,4.013B,3945,21392.1526409
502,MDT.DE,46.945B,2047,49297.2509585
503,MED.DE,194.8M,1956,6023.32263091
504,MEO.DE,10.399B,1028227,31393542.6337
505,MF6.DE,137.6M,14297,99285.2174157
506,MGN.DE,156.0M,7285,213194.158778
507,MGX.DE,29.1M,19170,17610.4530383
508,MHH.DE,24.3M,1895,7076.73403827
509,MJT.DE,45.3M,25667,-
510,MKAN.DE,33.3M,28983,38181.7315873
511,ML2.DE,34.0M,7773,55125.6552604
512,MLL.DE,39.8M,1231,4232.43481382
513,MLP.DE,522.6M,43380,235797.982301
514,MME.DE,111.8M,1347,2341.95926192
515,MMM.DE,68.699B,314,-
516,MNSN.DE,190.1M,713,2007.39260688
517,MOR.DE,1.765B,65604,6312555.1937
518,MOS.DE,883.4M,545,8300.55103806
519,MPCK.DE,21.9M,3856,4444.27662331
520,MPI.DE,28.6M,178300,-
521,MR5.DE,4.6M,18219,19805.8799573
523,MRK.DE,27.684B,240893,64164794.3994
525,MTX.DE,3.371B,91550,8926886.32969
526,MU4.DE,14.4M,2013,6199.3864487
