,Ticker,Turnover
2598,OS3,971.0000000000001
2599,OSI,0.0
2600,OSOB,0.0
2601,OSP2,5892.0
2602,OSW,0.0
2603,OT3,0.0
2604,OT5,0.0
2605,OTE,18135.0
2606,OTP,0.0
2607,OTQ,0.0
2608,OTX,0.0
2609,OU5,0.0
2610,OU6,0.0
2611,OU7M,0.0
2612,OUTA,0.0
2613,OV2N,0.0
2614,OVER,0.0
2615,OVXA,0.0
2616,OWW,0.0
2617,OWX,0.0
2618,OXGP,0.0
2619,OXR,0.0
2620,OXU,0.0
2621,OYC,0.0
2622,OYD,0.0
2623,OZ4,450.0
2624,OZH,0.0
2625,P01,1150.0
2626,P13,0.0
2627,P1I,0.0
2628,P1J,0.0
2629,P1YK,608.0
2630,P1Z,0.0
2631,P2F,0.0
2632,P2G1,0.0
2633,P2H,0.0
2634,P2O,0.0
2635,P4I,0.0
2636,P4N,0.0
2637,P4O,0.0
2638,P4Q,0.0
2639,P4T,0.0
2640,P4XA,0.0
2641,P5C,0.0
2642,P5HG,0.0
2643,P5TA,0.0
2644,P5X,0.0
2645,P6G,2120.0
2646,P6K,0.0
2647,P6X,0.0
2648,P7K,0.0
2649,P7O,0.0
2650,P7Z,0.0
2651,P8A,0.0
2652,P8H,0.0
2653,P9O,3108.0
2654,PA2,13068.0
2655,PA8,6647.0
2656,PA9,0.0
2657,PAA,0.0
2658,PAD,0.0
2659,PAE,0.0
2660,PAI,0.0
2661,PAM,0.0
2662,PAP,0.0
2663,PAQ3,620.0
2664,PAR,0.0
2665,PB3,0.0
2666,PB4,0.0
2667,PC1,0.0
2668,PC3,0.0
2669,PC6,0.0
2670,PC8,0.0
2671,PC9,0.0
2672,PCC,0.0
2673,PCD1,0.0
2674,PCE1,0.0
2675,PCG,0.0
2676,PCS,0.0
2677,PCX,0.0
2678,PD2,0.0
2679,PD4,0.0
2680,PD9,0.0
2681,PDA,0.0
2682,PDL,0.0
2683,PDP,0.0
2684,PE1,0.0
2685,PE5,0.0
2686,PEL1,0.0
2687,PEM,0.0
2688,PEO,0.0
2689,PEP,0.0
2690,PER,0.0
2691,PES,0.0
2692,PEU,0.0
2693,PEW,0.0
2694,PFE,0.0
2695,PFI,0.0
2696,PFQ,0.0
2697,PFV,0.0
2698,PG4,0.0
2699,PGA1,0.0
2700,PGB1,0.0
2701,PGH1,0.0
2702,PGJ,3600.0
2703,PGM,0.0
2704,PGN,0.0
2705,PGP,0.0
2706,PH7,0.0
2707,PHBN,0.0
2708,PHI1,2636.0
2709,PHM7,0.0
