Ticker,Country,Exchange,TurnoverMultiple
600528,China,SS,19657.1378475026
600547,China,SS,80919.5524281924
600549,China,SS,181316.91313877
600550,China,SS,12427.4836774715
600583,China,SS,81319.7019264044
600584,China,SS,167705.874264621
600585,China,SS,151106.978890299
600595,China,SS,19180.4415734225
600598,China,SS,40745.1064713346
600600,China,SS,42793.4968277771
600383,China,SS,85013.1069327489
600622,China,SS,11960.9652785788
600635,China,SS,63215.8034375361
600638,China,SS,29473.8373514823
600641,China,SS,8670.6360595224
600642,China,SS,38342.6535932633
600643,China,SS,60427.6110278002
600649,China,SS,40599.5801130465
600655,China,SS,20693.5425077864
600657,China,SS,8792.8203945092
600660,China,SS,52049.7681393471
600663,China,SS,26473.4765255508
600664,China,SS,24299.5879570885
600674,China,SS,40560.2030222632
600675,China,SS,0
600690,China,SS,184099.11085477
600703,China,SS,146234.555312031
600736,China,SS,105008.799169454
600737,China,SS,13038.214326912
600741,China,SS,60469.9531664552
600739,China,SS,173288.191025493
600747,China,SS,78390.9738147422
600748,China,SS,188319.802514708
600759,China,SS,108692.536624755
600795,China,SS,60897.19967701
600773,China,SS,72396.9509747376
600804,China,SS,273666.212942669
600811,China,SS,78092.578152036
600812,China,SS,22902.1626485177
600823,China,SS,24929.8438112816
600832,China,SS,0
600837,China,SS,392403.672857308
600863,China,SS,35038.1174299227
600872,China,SS,68737.4617602953
600875,China,SS,82135.0457953628
600879,China,SS,131368.519552428
600887,China,SS,483959.720382974
600884,China,SS,106980.54585304
600895,China,SS,36067.931249279
600900,China,SS,44955.2197485292
600997,China,SS,18349.7206136809
600999,China,SS,132990.656361749
601001,China,SS,74403.8168185489
601006,China,SS,135445.343176837
601009,China,SS,50136.4392663514
601088,China,SS,93186.5876110278
601018,China,SS,71101.732610451
601099,China,SS,334551.669627408
601101,China,SS,36055.9787749452
601106,China,SS,22329.7755219749
601111,China,SS,21108.3169915792
601117,China,SS,88196.2302457031
601158,China,SS,17549.6227938632
601166,China,SS,285161.100934364
601118,China,SS,209697.279963087
601168,China,SS,113202.299688545
601179,China,SS,26418.3227592571
601169,China,SS,167977.707232668
601186,China,SS,34610.0219171761
601288,China,SS,124059.129311339
601268,China,SS,0
601299,China,SS,80762.9761218134
601318,China,SS,492043.695928019
601328,China,SS,106655.152843465
601377,China,SS,227939.754066213
601390,China,SS,39714.4630291845
601398,China,SS,150770.807244203
601588,China,SS,11920.538931826
601600,China,SS,30511.3992386665
601607,China,SS,67514.7214211559
601601,China,SS,215166.871380782
601618,China,SS,22565.7206136809
601628,China,SS,49699.8500403738
601666,China,SS,15265.636174876
601668,China,SS,79402.9696620141
601688,China,SS,224005.496366363
601699,China,SS,56240.5352405122
601718,China,SS,18442.0108432345
601717,China,SS,39705.724766409
601766,China,SS,75286.9572038297
601727,China,SS,24849.1683008421
601788,China,SS,53337.6214096205
601818,China,SS,131581.713231053
601808,China,SS,91113.1470757873
601857,China,SS,98799.4370746338
601888,China,SS,56961.0870919368
601866,China,SS,12568.1910254931
601898,China,SS,28021.0395662706
601899,China,SS,63237.7399930788
601919,China,SS,11036.1407313416
601939,China,SS,59445.704925597
601958,China,SS,125334.779097935
601988,China,SS,153348.784865613
601998,China,SS,81289.6878532703
601989,China,SS,254156.110278002
500.SI,Singapore,SI,41.5743966368
510.SI,Singapore,SI,17.8373514823
519.SI,Singapore,SI,99.8704195021
526.SI,Singapore,SI,118.3040335291
528.SI,Singapore,SI,124.9336660967
533.SI,Singapore,SI,16.5918244624
535.SI,Singapore,SI,114.460983581
538.SI,Singapore,SI,11.0559080247
543.SI,Singapore,SI,2.2996571436
544.SI,Singapore,SI,726.0230673471
547.SI,Singapore,SI,3.8178754758
552.SI,Singapore,SI,9.9788590571
554.SI,Singapore,SI,177.2079305581
558.SI,Singapore,SI,781.8483012583
560.SI,Singapore,SI,46.1395803799
561.SI,Singapore,SI,30.250096128
564.SI,Singapore,SI,11.3138606914
566.SI,Singapore,SI,1279.5767003991
568.SI,Singapore,SI,505.7535887775
569.SI,Singapore,SI,1.7544943028
570.SI,Singapore,SI,1.1930890401
573.SI,Singapore,SI,13.7505104395
575.SI,Singapore,SI,49.1646868106
578.SI,Singapore,SI,91.8421655708
579.SI,Singapore,SI,327.7153497428
588.SI,Singapore,SI,41.5216076824
591.SI,Singapore,SI,52.008727458
593.SI,Singapore,SI,52.9399482191
596.SI,Singapore,SI,33.4567505864
5AB.SI,Singapore,SI,8.6919459572
5AU.SI,Singapore,SI,11.7255027493
5BK.SI,Singapore,SI,4.6079089284
5BM.SI,Singapore,SI,11.4772433063
5CB.SI,Singapore,SI,1.4482407414
5CF.SI,Singapore,SI,12.4731126876
5CH.SI,Singapore,SI,106.1670428331
5CN.SI,Singapore,SI,54.9179595878
5CP.SI,Singapore,SI,1275.4542997439
5CQ.SI,Singapore,SI,817.5884609593
5CT.SI,Singapore,SI,64.4907954268
5DA.SI,Singapore,SI,358.9545395418
5DD.SI,Singapore,SI,5.2325040694
5DL.SI,Singapore,SI,4.2888183399
5DM.SI,Singapore,SI,779.4708566368
5DN.SI,Singapore,SI,6772.1170052001
5DO.SI,Singapore,SI,22.795935229
5DP.SI,Singapore,SI,41.1842154462
5EC.SI,Singapore,SI,61.5667476801
5EN.SI,Singapore,SI,2282.3520462429
5ER.SI,Singapore,SI,10.2238196076
5ET.SI,Singapore,SI,4482.7173709632
5FD.SI,Singapore,SI,754.8678249431
5FH.SI,Singapore,SI,111.1879090248
5FL.SI,Singapore,SI,417.581555767
5FR.SI,Singapore,SI,394.3349117545
5GB.SI,Singapore,SI,2770.2655601154
5GC.SI,Singapore,SI,1946.8140099204
5GF.SI,Singapore,SI,1.9800021789
5GI.SI,Singapore,SI,726.524126517
5GJ.SI,Singapore,SI,2121.033875492
5HH.SI,Singapore,SI,51.3860292421
5HJ.SI,Singapore,SI,0.2759829273
5IA.SI,Singapore,SI,83.901253898
5IC.SI,Singapore,SI,48.0730687892
5IE.SI,Singapore,SI,110.0519091014
5IG.SI,Singapore,SI,1065.0177460192
5IM.SI,Singapore,SI,239.8862027528
5JK.SI,Singapore,SI,200.612790146
5JS.SI,Singapore,SI,1686.1592422194
5KH.SI,Singapore,SI,6.8290676549
5KI.SI,Singapore,SI,87.1285891129
5KU.SI,Singapore,SI,14.0463054819
5LY.SI,Singapore,SI,80.814057273
5MC.SI,Singapore,SI,260.3293347302
5MS.SI,Singapore,SI,2312.9080081301
5MZ.SI,Singapore,SI,30.4154622236
5NF.SI,Singapore,SI,53.4715241405
5NV.SI,Singapore,SI,647.8391849634
5OU.SI,Singapore,SI,3048.8840214465
5PC.SI,Singapore,SI,8.1458437472
5SR.SI,Singapore,SI,216.2834520512
5UX.SI,Singapore,SI,872.3667201781
600.SI,Singapore,SI,853.1243370373
A01.SI,Singapore,SI,269.7134352539
A02.SI,Singapore,SI,9.6314814281
A04.SI,Singapore,SI,100.2651693925
A05.SI,Singapore,SI,4.5804404716
A0G.SI,Singapore,SI,18.320927699
A10.SI,Singapore,SI,81.9241781059
A13.SI,Singapore,SI,8.2950747407
A18.SI,Singapore,SI,15.0946576883
A23.SI,Singapore,SI,44.2690669819
A26.SI,Singapore,SI,615.6932140067
A27.SI,Singapore,SI,142.9605106314
A30.SI,Singapore,SI,213.2631211932
A31.SI,Singapore,SI,549.5351802718
A33.SI,Singapore,SI,12702.5947675626
A34.SI,Singapore,SI,67.204519937
A50.SI,Singapore,SI,4959.8258270712
A52.SI,Singapore,SI,8.9567741377
A53.SI,Singapore,SI,488.7394855231
A54.SI,Singapore,SI,11.5581876994
A55.SI,Singapore,SI,5.0879481362
A59.SI,Singapore,SI,2.0849968341
A69.SI,Singapore,SI,2.0028234561
A6F.SI,Singapore,SI,744.510480992
A75.SI,Singapore,SI,121.4971969085
A78.SI,Singapore,SI,6878.2723593679
A7RU.SI,Singapore,SI,245.0470186919
A7S.SI,Singapore,SI,2820.3588256731
AD7.SI,Singapore,SI,150.0377193319
AI1.SI,Singapore,SI,1.4768109109
AJ2.SI,Singapore,SI,1.1543622871
AK3.SI,Singapore,SI,1104.0914337155
AM3.SI,Singapore,SI,52.2214096205
AP4.SI,Singapore,SI,144.579495127
AU8U.SI,Singapore,SI,1101.1211789134
B03.SI,Singapore,SI,103.1034679765
B07.SI,Singapore,SI,35.1239300957
B0I.SI,Singapore,SI,14.5006690506
B0Z.SI,Singapore,SI,353.8416389221
B10.SI,Singapore,SI,46.4770472843
B16.SI,Singapore,SI,1254.7355152198
B1N.SI,Singapore,SI,31.3741124184
B1ZU.SI,Singapore,SI,227.6514438417
B20.SI,Singapore,SI,4067.825993005
B22.SI,Singapore,SI,0
B26.SI,Singapore,SI,0.5706526128
B28.SI,Singapore,SI,71.3886325476
B2F.SI,Singapore,SI,2432.0485552013
B2W.SI,Singapore,SI,14.4948586403
B2X.SI,Singapore,SI,85.9190003332
B32.SI,Singapore,SI,6.6069010266
B3C.SI,Singapore,SI,5.3429692006
B49.SI,Singapore,SI,4.5992085464
B58.SI,Singapore,SI,62.1271007165
B61.SI,Singapore,SI,150.7370712267
B69.SI,Singapore,SI,102.8047666656
B7K.SI,Singapore,SI,12.8531485113
B9R.SI,Singapore,SI,146.3371400005
B9S.SI,Singapore,SI,728.1672105415
BN2.SI,Singapore,SI,269.793143833
BN4.SI,Singapore,SI,30658.1310985812
BS6.SI,Singapore,SI,0
C04.SI,Singapore,SI,8.402442932
C05.SI,Singapore,SI,4.6423129163
C06.SI,Singapore,SI,23.1011567398
C07.SI,Singapore,SI,8906.9644201546
C09.SI,Singapore,SI,7073.1422665036
C0Z.SI,Singapore,SI,0.6810323479
C10.SI,Singapore,SI,6.8439516284
C11.SI,Singapore,SI,1.7652138527
C13.SI,Singapore,SI,47.8536818687
C14.SI,Singapore,SI,822.1939735241
C22.SI,Singapore,SI,139.6333057764
C29.SI,Singapore,SI,639.0204090234
C2PU.SI,Singapore,SI,812.6829843885
C31.SI,Singapore,SI,23071.3689509747
C33.SI,Singapore,SI,62.1111591189
C37.SI,Singapore,SI,7.5799967316
C38U.SI,Singapore,SI,13254.2856669973
C3T.SI,Singapore,SI,62.2250035247
C41.SI,Singapore,SI,0.8480309788
C4P.SI,Singapore,SI,18.9063329104
C50.SI,Singapore,SI,1.7682023109
C52.SI,Singapore,SI,7832.7055132634
C59.SI,Singapore,SI,1.2159915279
C60.SI,Singapore,SI,473.7130039469
C68.SI,Singapore,SI,7607.4319657538
C71.SI,Singapore,SI,8.0371874239
C76.SI,Singapore,SI,38.1773037531
C8R.SI,Singapore,SI,491.9813289053
C92.SI,Singapore,SI,0.7213098076
C9Q.SI,Singapore,SI,2.7918068533
CC3.SI,Singapore,SI,6971.8993237052
CH8.SI,Singapore,SI,49.3286563874
CL7.SI,Singapore,SI,18.9810726679
CT1.SI,Singapore,SI,48.6762440819
CX5.SI,Singapore,SI,3.2151433588
CY6U.SI,Singapore,SI,492.586443073
CZ3.SI,Singapore,SI,0.4847699658
CZ4.SI,Singapore,SI,9.1796977737
D01.SI,Singapore,SI,1958.2523065913
D03.SI,Singapore,SI,756.0197744838
D04.SI,Singapore,SI,104.7222712479
D05.SI,Singapore,SI,55215.4373665244
D11.SI,Singapore,SI,1.3855260122
D2U.SI,Singapore,SI,157.6609790952
D2V.SI,Singapore,SI,3.4190999859
D38.SI,Singapore,SI,52.101518782
D3W.SI,Singapore,SI,9.8396094178
D4N.SI,Singapore,SI,344.9820264732
D50.SI,Singapore,SI,0.3094895403
D5N.SI,Singapore,SI,32.2346911408
D6U.SI,Singapore,SI,4.6426058369
D79.SI,Singapore,SI,99.6451314394
D8DU.SI,Singapore,SI,28.729262314
DC9.SI,Singapore,SI,4.6688606199
DM0.SI,Singapore,SI,12.6012555578
DT2.SI,Singapore,SI,3.9764774868
DU4.SI,Singapore,SI,1398.9860912401
E02.SI,Singapore,SI,143.3177067713
E13.SI,Singapore,SI,116.4516425064
E15.SI,Singapore,SI,100.7777021571
E16.SI,Singapore,SI,43.5222862465
E17.SI,Singapore,SI,12.5053190808
E18.SI,Singapore,SI,65.2927652206
E23.SI,Singapore,SI,269.7293363322
E25.SI,Singapore,SI,2.167210751
E27.SI,Singapore,SI,7.7442691711
E28.SI,Singapore,SI,177.97205496
E3B.SI,Singapore,SI,662.1862114043
E5H.SI,Singapore,SI,19375.9962255393
E5P.SI,Singapore,SI,78.3428692275
E6A.SI,Singapore,SI,3.299939119
E6R.SI,Singapore,SI,9.85601713
E8Z.SI,Singapore,SI,100.1540810419
E91.SI,Singapore,SI,9.6114910377
E94.SI,Singapore,SI,2.8636585022
E9A.SI,Singapore,SI,11.8381904465
E9L.SI,Singapore,SI,54.7890143572
EB5.SI,Singapore,SI,4464.1813011882
EB7.SI,Singapore,SI,4.4903907642
EE6.SI,Singapore,SI,12.3321097846
EG0.SI,Singapore,SI,2016.688173058
EH5.SI,Singapore,SI,23.3494585644
ER0.SI,Singapore,SI,242.8117317771
F01.SI,Singapore,SI,1196.9882710163
F03.SI,Singapore,SI,46.3571288499
F06.SI,Singapore,SI,0
F10.SI,Singapore,SI,52.7779200472
F11.SI,Singapore,SI,10.2689020527
F13.SI,Singapore,SI,105.5070012929
F17.SI,Singapore,SI,191.9051422051
F18.SI,Singapore,SI,3.5898477103
F1E.SI,Singapore,SI,84.4286902248
F20.SI,Singapore,SI,521.5724420348
F22.SI,Singapore,SI,13.4603760526
F25U.SI,Singapore,SI,3555.9836121075
F2X.SI,Singapore,SI,49.0239672652
F31.SI,Singapore,SI,336.4191515746
F34.SI,Singapore,SI,20377.1978096666
F3EU.SI,Singapore,SI,15.3737572976
F3V.SI,Singapore,SI,216.9000323627
F6D.SI,Singapore,SI,106.6975381631
F83.SI,Singapore,SI,1071.6962500496
F86.SI,Singapore,SI,20.2328651902
F99.SI,Singapore,SI,2250.1048765671
F9D.SI,Singapore,SI,679.8002098798
F9M.SI,Singapore,SI,44.92184354
FO8.SI,Singapore,SI,83.2631354059
FP1.SI,Singapore,SI,17.2929749683
FQ7.SI,Singapore,SI,148.0963029184
FQ8.SI,Singapore,SI,23.6809004185
FV2.SI,Singapore,SI,26.6057514964
G05.SI,Singapore,SI,1576.7659660584
G07.SI,Singapore,SI,392.2279674703
G08.SI,Singapore,SI,86.2291950244
G0I.SI,Singapore,SI,24.2423089617
G10.SI,Singapore,SI,0.2134778948
G11.SI,Singapore,SI,46.3259264727
G13.SI,Singapore,SI,20587.4736763179
G18.SI,Singapore,SI,350.4899623181
G20.SI,Singapore,SI,31.3373428308
G31.SI,Singapore,SI,27.8671793491
G41.SI,Singapore,SI,23.2290905654
G4F.SI,Singapore,SI,1805.2856182997
G50.SI,Singapore,SI,43.7098028095
G54.SI,Singapore,SI,9.4288383897
G77.SI,Singapore,SI,0
G92.SI,Singapore,SI,114.3659245412
GG7.SI,Singapore,SI,73.4705117853
GH3.SI,Singapore,SI,19.4281066957
GJ8.SI,Singapore,SI,964.1274033545
GU5.SI,Singapore,SI,13.3908588713
H02.SI,Singapore,SI,499.7970363751
H06.SI,Singapore,SI,3.2428612169
H07.SI,Singapore,SI,136.5699369782
H12.SI,Singapore,SI,13.0512849417
H13.SI,Singapore,SI,580.9844665221
H15.SI,Singapore,SI,989.1563702572
H16.SI,Singapore,SI,7.5020907833
H17.SI,Singapore,SI,101.6860691355
H18.SI,Singapore,SI,32.2424665269
H19.SI,Singapore,SI,31.0285621819
H20.SI,Singapore,SI,16.890662572
H22.SI,Singapore,SI,162.959341716
H27.SI,Singapore,SI,80.2624125934
H30.SI,Singapore,SI,388.0942926575
H64.SI,Singapore,SI,57.1707836672
H73.SI,Singapore,SI,19.6493756489
H78.SI,Singapore,SI,8349.831929865
I03.SI,Singapore,SI,403.8335094761
I04.SI,Singapore,SI,228.854673064
I06.SI,Singapore,SI,7.3830853232
I07.SI,Singapore,SI,1158.2392979859
I11.SI,Singapore,SI,942.1157904626
I12.SI,Singapore,SI,95.0846904999
I15.SI,Singapore,SI,9.1420925136
I26.SI,Singapore,SI,2591.1938988026
I4U.SI,Singapore,SI,546.5362913508
I54.SI,Singapore,SI,1.777083093
I5H.SI,Singapore,SI,0.2119573576
I85.SI,Singapore,SI,22.8505354327
I9T.SI,Singapore,SI,15.5904378308
IW5.SI,Singapore,SI,9.2433681317
IX2.SI,Singapore,SI,36.6981952557
J03.SI,Singapore,SI,10.1281876034
J10.SI,Singapore,SI,975.6312235967
J11.SI,Singapore,SI,0.1724497251
J16.SI,Singapore,SI,1920.4861944861
J17.SI,Singapore,SI,2.9977259328
J18.SI,Singapore,SI,1.9143523859
J2T.SI,Singapore,SI,19.8157611413
J36.SI,Singapore,SI,13078.5008279617
J37.SI,Singapore,SI,5996.1793441181
J74.SI,Singapore,SI,64.7811700331
J7X.SI,Singapore,SI,670.3236022997
J85.SI,Singapore,SI,1839.6369820833
J8O.SI,Singapore,SI,4.1682687967
J91U.SI,Singapore,SI,1530.4449622517
JA9.SI,Singapore,SI,1.7346097591
JS8.SI,Singapore,SI,17450.1561806898
K01.SI,Singapore,SI,475.6071879691
K03.SI,Singapore,SI,9.193858127
K11.SI,Singapore,SI,247.840956281
K14.SI,Singapore,SI,13.3066001461
K17.SI,Singapore,SI,6847.5707794302
K1Q.SI,Singapore,SI,16.8946786763
K22.SI,Singapore,SI,4.9475357596
K29.SI,Singapore,SI,6.8313819356
K2LU.SI,Singapore,SI,1132.9415342762
K2M.SI,Singapore,SI,2.5117617442
K2N.SI,Singapore,SI,1907.45733716
K2P.SI,Singapore,SI,64.2923270694
K3DD.SI,Singapore,SI,0.8034256677
K3ED.SI,Singapore,SI,0.7187062137
K3HD.SI,Singapore,SI,0.026883694
K3ID.SI,Singapore,SI,0.0922892394
K3KD.SI,Singapore,SI,0.0021041155
K3OD.SI,Singapore,SI,1.5796525935
K3PD.SI,Singapore,SI,0.4931149055
K6J.SI,Singapore,SI,6.6882281693
K6S.SI,Singapore,SI,0.3236308173
K75.SI,Singapore,SI,78.5856783408
KF4.SI,Singapore,SI,130.5859864649
KI3.SI,Singapore,SI,344.6077879672
KJ5.SI,Singapore,SI,37.4213346407
KJ9.SI,Singapore,SI,350.1286410068
KT9.SI,Singapore,SI,36.5152939593
L02.SI,Singapore,SI,196.1636520937
L03.SI,Singapore,SI,680.8547006575
L05.SI,Singapore,SI,3.8439096525
L08.SI,Singapore,SI,5.0443776546
L09.SI,Singapore,SI,0.0086093607
L10.SI,Singapore,SI,1.6791942917
L15.SI,Singapore,SI,2.6269204287
L17.SI,Singapore,SI,37.2067347253
L18.SI,Singapore,SI,2.4217912485
L19.SI,Singapore,SI,60.1868062765
L20.SI,Singapore,SI,93.7431751141
L23.SI,Singapore,SI,36.1491483043
L25.SI,Singapore,SI,6.7727598588
L28.SI,Singapore,SI,110.4387862803
L34.SI,Singapore,SI,0.2659759401
L38.SI,Singapore,SI,393.159486709
L46.SI,Singapore,SI,1.2248336986
L6T.SI,Singapore,SI,1012.4576148022
LG2U.SI,Singapore,SI,725.7582295148
LJ3.SI,Singapore,SI,1663.4641514915
LS9.SI,Singapore,SI,10.8228841766
M01.SI,Singapore,SI,357.7494311575
M03.SI,Singapore,SI,6.6663529691
M04.SI,Singapore,SI,465.0567624178
M05.SI,Singapore,SI,48.4292715984
M06.SI,Singapore,SI,2.9548621525
M09.SI,Singapore,SI,40.9263880879
M11.SI,Singapore,SI,8.582435051
M14.SI,Singapore,SI,39.7278463491
M15.SI,Singapore,SI,16.8927019649
M1P.SI,Singapore,SI,280.0896187177
M1Z.SI,Singapore,SI,118.5634790633
M22.SI,Singapore,SI,85.1690785834
M26.SI,Singapore,SI,17.4880916676
M30.SI,Singapore,SI,2.6378990913
M35.SI,Singapore,SI,295.5681286128
M41.SI,Singapore,SI,317.522471593
M44U.SI,Singapore,SI,3259.9361402699
M9F.SI,Singapore,SI,142.9971499209
MC0.SI,Singapore,SI,27514.8286203253
MC7.SI,Singapore,SI,136.5394509171
ME8U.SI,Singapore,SI,0
MF5.SI,Singapore,SI,74.7791841708
MF6.SI,Singapore,SI,4.583580535
MN5.SI,Singapore,SI,227.0620722307
MQ4.SI,Singapore,SI,54.6542934125
MR7.SI,Singapore,SI,13.6070160598
MR8.SI,Singapore,SI,1.5502049128
MS7.SI,Singapore,SI,3405.9802398154
MV4.SI,Singapore,SI,347.9061412933
N01.SI,Singapore,SI,224.88409875
N02.SI,Singapore,SI,134.1781699795
N03.SI,Singapore,SI,2474.1614437098
N08.SI,Singapore,SI,20.3019371387
N0L.SI,Singapore,SI,11.2600423271
N14.SI,Singapore,SI,109.2258892809
N21.SI,Singapore,SI,25774.6056648748
N2H.SI,Singapore,SI,150.140806577
N32.SI,Singapore,SI,1.8809870914
N4E.SI,Singapore,SI,1642.5722377668
NC2.SI,Singapore,SI,7.0589788326
NC9.SI,Singapore,SI,4.6216772407
ND8U.SI,Singapore,SI,889.895201292
NF1.SI,Singapore,SI,66.266863174
NI3.SI,Singapore,SI,317.9568935822
NO4.SI,Singapore,SI,452.3194892431
NR7.SI,Singapore,SI,224.7519542812
NS8U.SI,Singapore,SI,6477.109971014
O02.SI,Singapore,SI,0.1219256589
O05.SI,Singapore,SI,1864.510147265
O08.SI,Singapore,SI,281.3987450493
O10.SI,Singapore,SI,121.6935686709
O23.SI,Singapore,SI,2847.395088024
O2F.SI,Singapore,SI,219.2099129487
O2I.SI,Singapore,SI,2.3584035067
O2R.SI,Singapore,SI,0.1934262891
O32.SI,Singapore,SI,8673.9260262268
O39.SI,Singapore,SI,34360.6578040374
O9E.SI,Singapore,SI,96.79107548
OJ4.SI,Singapore,SI,1128.4786426301
ON7.SI,Singapore,SI,251.5780418263
OU8.SI,Singapore,SI,0
OV8.SI,Singapore,SI,483.2851060155
P01.SI,Singapore,SI,25.66010369
P07.SI,Singapore,SI,8.6466230246
P11.SI,Singapore,SI,275.5128077001
P12.SI,Singapore,SI,5.6827904564
P13.SI,Singapore,SI,420.2579694894
P15.SI,Singapore,SI,135.4772633328
P19.SI,Singapore,SI,5.2431654347
P29.SI,Singapore,SI,77.1054500998
P30.SI,Singapore,SI,60.8370344263
P31.SI,Singapore,SI,1.330677946
P34.SI,Singapore,SI,734.470438338
P36.SI,Singapore,SI,15.5256757796
P47.SI,Singapore,SI,8.086929819
P52.SI,Singapore,SI,205.7224943564
P74.SI,Singapore,SI,0.3608607117
P82.SI,Singapore,SI,32.8577536817
P8A.SI,Singapore,SI,2017.0096474057
P8Z.SI,Singapore,SI,762.5762909983
P9D.SI,Singapore,SI,306.6683096542
P9J.SI,Singapore,SI,350.1395097068
PA3.SI,Singapore,SI,25.4456661928
PH0.SI,Singapore,SI,1.2619188755
Q01.SI,Singapore,SI,116.2991638187
Q0F.SI,Singapore,SI,169.5083036235
Q0W.SI,Singapore,SI,43.2676905897
Q0X.SI,Singapore,SI,161.9939954062
Q1P.SI,Singapore,SI,0
Q5T.SI,Singapore,SI,775.6390898272
Q7Q.SI,Singapore,SI,0.1353259843
QC7.SI,Singapore,SI,471.3576849501
QF6.SI,Singapore,SI,476.7280337368
QG1.SI,Singapore,SI,244.5485910846
QS9.SI,Singapore,SI,413.8045533399
R01.SI,Singapore,SI,1026.9839338148
R07.SI,Singapore,SI,502.1629080632
R14.SI,Singapore,SI,1686.209269489
RC5.SI,Singapore,SI,96.7509003982
RE2.SI,Singapore,SI,480.0361594952
RE4.SI,Singapore,SI,2027.7699777968
RF7.SI,Singapore,SI,63.8166407121
RQ1.SI,Singapore,SI,334.9773911833
RS1.SI,Singapore,SI,0.1323473122
S05.SI,Singapore,SI,58.6845983917
S07.SI,Singapore,SI,34.0931345407
S08.SI,Singapore,SI,4809.1308143038
S10.SI,Singapore,SI,5522.8142839543
S13.SI,Singapore,SI,0.9170675639
S19.SI,Singapore,SI,14.273856379
S20.SI,Singapore,SI,138.7281396996
S21.SI,Singapore,SI,2296.3788736325
S23.SI,Singapore,SI,5.7690352999
S24.SI,Singapore,SI,1424.720702457
S29.SI,Singapore,SI,16.0647592944
S30.SI,Singapore,SI,1138.2301375568
S35.SI,Singapore,SI,24.0316675498
S3N.SI,Singapore,SI,0
S41.SI,Singapore,SI,122.5256523881
S44.SI,Singapore,SI,18.2215047872
S46.SI,Singapore,SI,8.886583464
S48.SI,Singapore,SI,154.5964155487
S49.SI,Singapore,SI,20.8826554172
S51.SI,Singapore,SI,9923.5602606991
S53.SI,Singapore,SI,2515.497287032
S56.SI,Singapore,SI,5.9153393856
S58.SI,Singapore,SI,3931.159107791
S59.SI,Singapore,SI,1314.0590168924
S61.SI,Singapore,SI,44.6592813153
S63.SI,Singapore,SI,7858.8959626255
S68.SI,Singapore,SI,9099.3067007037
S69.SI,Singapore,SI,87.9199689042
S71.SI,Singapore,SI,1.669644711
S73.SI,Singapore,SI,30.1207457879
S85.SI,Singapore,SI,63.5621928712
S91.SI,Singapore,SI,0.187989082
T03.SI,Singapore,SI,872.6475118874
T04.SI,Singapore,SI,52.7331872188
T06.SI,Singapore,SI,181.5840764028
T08.SI,Singapore,SI,2.9553072894
T09.SI,Singapore,SI,344.55896501
T12.SI,Singapore,SI,9.5003582185
T13.SI,Singapore,SI,3627.9989686469
T14.SI,Singapore,SI,288.2762046437
T15.SI,Singapore,SI,342.2070596378
T16.SI,Singapore,SI,7.5853821347
T18.SI,Singapore,SI,2.043650107
T19.SI,Singapore,SI,43.0305155022
T20.SI,Singapore,SI,21.4991117776
T24.SI,Singapore,SI,238.4499068386
T28.SI,Singapore,SI,66.012517303
T35.SI,Singapore,SI,441.8881540625
T39.SI,Singapore,SI,9910.468252209
T41.SI,Singapore,SI,8.668104741
T42.SI,Singapore,SI,6.1133649873
T43.SI,Singapore,SI,7.5654854184
T55.SI,Singapore,SI,105.2902699882
T77.SI,Singapore,SI,3.8153516361
U01.SI,Singapore,SI,36.3267850963
U04.SI,Singapore,SI,1657.2201042058
U06.SI,Singapore,SI,232.3838270989
U09.SI,Singapore,SI,899.3916859744
U10.SI,Singapore,SI,158.5578021871
U11.SI,Singapore,SI,38962.4308738724
U13.SI,Singapore,SI,11.1045730347
U14.SI,Singapore,SI,5388.1440529611
U18.SI,Singapore,SI,2.1949859653
U19.SI,Singapore,SI,2526.8372624386
U77.SI,Singapore,SI,669.9813189443
U96.SI,Singapore,SI,9023.202377889
V01.SI,Singapore,SI,59.9821733892
V03.SI,Singapore,SI,2600.3644152359
V69.SI,Singapore,SI,7.5864020269
W05.SI,Singapore,SI,1055.07387133
W12.SI,Singapore,SI,8.3500855539
X04.SI,Singapore,SI,101.0131102337
X27.SI,Singapore,SI,1.8308096538
X64.SI,Singapore,SI,3.8250008011
Y02.SI,Singapore,SI,1012.5137334779
Y03.SI,Singapore,SI,65.4451284417
Y06.SI,Singapore,SI,3.1724333833
Y07.SI,Singapore,SI,186.2645628949
Y08.SI,Singapore,SI,10.9805195076
Y34.SI,Singapore,SI,63.8940133227
Y35.SI,Singapore,SI,35.5199061791
Y45.SI,Singapore,SI,172.8644211171
Y92.SI,Singapore,SI,10888.098281232
Z01.SI,Singapore,SI,24.4590554539
Z02.SI,Singapore,SI,10.2552678125
Z25.SI,Singapore,SI,1079.7909207152
Z59.SI,Singapore,SI,3874.3035222886
Z74.SI,Singapore,SI,53861.7319552428
ABBV,Switzerland,SW,0
ABT,Switzerland,SW,0
ACIN,Switzerland,SW,159.6031837582
ACUN,Switzerland,SW,0
ADBN,Switzerland,SW,102.7569500519
ADENE,Switzerland,SW,0
ADVN,Switzerland,SW,30.6563617488
ADXN,Switzerland,SW,346.4934825239
AEVS,Switzerland,SW,0
AFGN,Switzerland,SW,747.6017995155
AIRE,Switzerland,SW,0
ALLN,Switzerland,SW,2261.132771946
ALPH,Switzerland,SW,3123.5805744607
ALSN,Switzerland,SW,357.0238781866
