Ticker,MarketCap,Turnover
IRL.AX,2.6M,1255.6096875
IRM.AX,1.9M,1456.72538194
IRN.AX,180.5M,248171.792726
ISH.AX,19.5M,100.71875
ISN.AX,59.1M,252396.712031
ITD.AX,17.6M,11547.5685508
ITT.AX,5.6M,19227.7786712
IVC.AX,1.106B,0
IVO.AX,3.5M,1283.68115218
IVR.AX,13.5M,43671.3426562
IVT.AX,2.2M,257.851621012
IVX.AX,32.9M,46236.58375
IXR.AX,8.3M,32634.1896354
IZM.AX,1.0M,10.8905381944
JAL.AX,29.7M,14742.045075
JAT.AX,2.1M,1116.24715278
JBH.AX,1.806B,0
